choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7
4,75,54,1.9050008869999147,101,54,75,52,64,59,54,39,34,30
3,156,48,0.729059897003026,101,102,81,57,65,48,53,22,27,41
5,232,30,0.5846304480000981,101,132,76,53,62,36,53,30,22,40
2,308,67,0.06314447399927303,101,199,76,56,67,39,55,37,31,42
1,383,59,0.395224378000421,101,258,75,59,70,46,51,42,32,40
6,460,33,0.13088992399934796,101,291,77,64,66,37,48,41,33,51
0,537,77,0.08528121299968916,101,368,77,65,65,40,38,30,26,47
7,612,41,0.23061271800179384,101,409,75,52,68,47,43,32,24,41
0,687,75,0.10936465400300222,101,484,75,51,70,39,48,34,26,44
0,768,81,0.5247645089984871,101,565,81,54,69,51,39,33,31,51
0,846,78,0.1535852969973348,101,643,78,46,61,51,43,33,23,36
0,927,81,0.0358900259998336,101,724,81,47,65,49,46,41,33,44
0,1006,79,0.10110035899924696,101,803,79,48,67,42,44,35,35,54
0,1089,83,0.06770849100212217,101,886,83,54,74,48,56,43,36,53
0,1175,86,0.18504385400228784,101,972,86,60,64,46,48,44,38,50
0,1260,85,0.2243220350028423,101,1057,85,62,68,52,42,47,34,50
0,1342,82,0.15185692199884215,101,1139,82,69,49,37,38,42,33,46
0,1435,93,0.06874322200019378,101,1232,93,64,68,47,42,41,29,50
0,1528,93,0.12008992600021884,101,1325,93,67,67,47,45,44,35,54
0,1608,80,0.17699401199934073,101,1405,80,63,53,39,48,47,30,41
0,1689,81,0.46505180900203413,101,1486,81,68,61,46,43,49,33,46
0,1768,79,0.13842257900250843,101,1565,79,58,51,41,42,50,29,43
0,1848,80,0.2002005679969443,101,1645,80,52,56,36,32,48,29,46
0,1925,77,0.19263370800035773,101,1722,77,60,68,43,45,40,31,57
0,2013,88,0.20417112200084375,101,1810,88,57,66,38,39,41,28,50
0,2093,80,0.1964024109984166,101,1890,80,62,65,39,41,45,21,56
0,2176,83,0.19937444400056847,101,1973,83,47,66,45,38,35,20,56
0,2251,75,0.14651208599752863,101,2048,75,49,67,43,38,44,25,61
0,2327,76,0.4645610100014892,101,2124,76,51,58,33,35,43,31,60
0,2399,72,0.29042640199986636,101,2196,72,49,64,35,34,37,23,60
0,2479,80,0.28177408699775697,101,2276,80,53,56,38,43,44,29,57
0,2560,81,0.31440907800060813,101,2357,81,48,64,40,38,46,34,62
0,2642,82,0.18086990699885064,101,2439,82,51,62,47,36,33,31,57
0,2717,75,0.20743355299782706,101,2514,75,51,67,43,38,40,29,62
0,2792,75,0.21221953599888366,101,2589,75,58,63,46,39,40,22,61
0,2867,75,0.22810448600284872,101,2664,75,49,53,47,41,33,22,60
0,2946,79,0.21427394300189917,101,2743,79,54,48,46,40,39,25,59
0,3023,77,0.21400683899992146,101,2820,77,64,45,42,41,41,15,63
0,3102,79,0.25315067200062913,101,2899,79,52,58,36,41,32,20,63
0,3179,77,0.1901380640010757,101,2976,77,50,48,39,39,21,25,71
0,3260,81,0.23545561399805592,101,3057,81,57,50,33,48,27,19,79
0,3335,75,0.2708416780005791,101,3132,75,50,54,33,44,32,29,68
0,3413,78,0.19438059099775273,101,3210,78,57,49,36,50,29,23,64
0,3492,79,0.1348180519999005,101,3289,79,67,62,25,50,35,11,68
0,3572,80,0.1128698100001202,101,3369,80,64,56,27,58,40,23,55
0,3649,77,0.1775419379991945,101,3446,77,55,51,25,40,31,23,57
0,3726,77,0.18873010099923704,101,3523,77,62,54,29,56,41,17,64
0,3802,76,0.16993809400082682,101,3599,76,68,53,33,65,24,19,58
0,3871,69,0.10511433300052886,101,3668,69,62,44,29,67,32,13,49
0,3946,73,0.16512070700264303,101,3741,73,73,51,23,75,23,19,58
0,4015,62,0.11019445400233963,101,3803,62,69,55,31,65,32,7,65
0,4086,61,0.27307227599885664,101,3864,61,71,48,22,70,33,17,64
1,4156,70,0.24078719099998125,101,3934,62,70,47,35,68,29,11,64
1,4229,72,0.23089453500142554,101,4006,67,72,48,29,73,32,13,63
1,4307,78,0.27017162999982247,101,4084,53,78,46,29,73,26,15,63
1,4384,77,0.2972463290025189,101,4161,50,77,55,25,71,25,16,70
1,4466,82,0.17832316600106424,101,4243,56,82,58,19,65,29,24,66
1,4542,70,0.06235599299907335,101,4313,60,70,56,23,76,28,25,67
1,4613,71,0.09642913800053066,101,4384,59,71,50,26,70,30,23,70
1,4693,80,0.282343775001209,101,4464,65,80,49,14,71,29,28,64
1,4766,71,0.2556057649999275,101,4535,66,71,61,33,73,33,31,58
1,4840,74,0.32893604899800266,101,4609,64,74,58,19,69,41,19,68
1,4907,67,0.3413218949972361,101,4676,66,67,52,19,61,38,33,62
3,4975,25,0.3226199220007402,101,4701,62,68,49,25,65,30,36,63
0,5043,68,0.47384082400094485,101,4769,68,59,52,28,64,32,32,60
7,5111,66,0.28835116799746174,101,4835,67,58,49,29,68,34,30,66
6,5183,33,0.6364819659975183,101,4868,72,67,57,28,69,42,33,64
4,5260,77,0.10942823399818735,101,4945,70,62,58,19,77,45,37,73
4,5339,79,0.484757313002774,101,5024,68,69,59,9,79,40,26,69
4,5416,77,0.351003932999447,101,5101,73,72,67,16,77,42,25,66
4,5497,81,0.45808195999779855,101,5182,72,75,57,16,81,28,31,64
4,5572,70,0.29586015200038673,101,5252,75,70,69,17,70,39,20,72
4,5645,61,0.43899818299905746,101,5313,65,73,55,18,61,42,33,61
5,5716,37,0.26754146900202613,101,5350,71,64,59,12,64,37,22,59
2,5792,51,0.06668530600290978,101,5401,76,72,51,23,60,39,30,58
3,5858,20,0.17020603100172593,101,5421,66,64,60,20,63,38,21,49
0,5937,68,0.11982454800090636,101,5489,68,79,54,18,64,35,25,49
0,6012,73,0.5778448290002416,101,5562,73,75,67,21,69,39,23,50
0,6088,73,0.259002644001157,101,5635,73,74,64,19,76,30,30,49
0,6177,68,0.1583197489999293,101,5703,68,89,63,23,67,38,30,49
4,6251,74,0.223788773000706,101,5777,67,70,62,12,74,39,31,52
4,6323,66,0.425982300999749,101,5843,72,71,63,12,66,41,34,52
1,6396,73,0.222572714999842,101,5916,65,73,69,17,69,33,37,58
4,6476,63,0.30085101800068514,101,5979,80,79,65,9,63,43,28,50
1,6556,73,0.1441284309985349,101,6052,79,73,80,18,65,45,23,58
1,6634,69,0.08786763100215467,101,6121,78,69,77,18,70,37,28,56
0,6718,84,0.3907323159983207,101,6205,84,58,83,11,72,46,31,50
0,6803,68,0.23647637700196356,101,6273,68,66,85,7,73,47,29,58
1,6884,70,0.24377888799790526,101,6343,79,70,81,13,74,45,31,60
4,6957,73,0.3194239039985405,101,6416,69,64,70,16,73,40,27,68
4,7037,67,0.34506846699878224,101,6483,80,73,72,10,67,40,46,58
0,7111,74,0.3728998059996229,101,6557,74,70,64,6,63,42,50,66
1,7185,60,0.4149206170004618,101,6617,74,60,67,1,69,38,49,60
4,7266,81,0.25153189299817313,101,6698,80,81,73,1,81,40,54,62
4,7346,71,0.2471531259980111,101,6769,80,68,62,7,71,38,65,65
0,7426,76,0.43169255500106374,101,6845,76,71,64,1,80,40,66,68
0,7507,81,0.16886371399959899,101,6926,81,67,67,1,69,44,59,75
0,7580,73,0.16506892100005643,101,6999,73,65,67,1,68,31,67,53
0,7658,72,0.151695127999119,101,7071,72,67,62,1,74,36,78,63
0,7730,72,0.18045615200026077,101,7143,72,72,64,5,70,37,67,69
0,7806,76,0.14263700700030313,101,7219,76,72,71,4,71,42,62,62
0,7882,67,0.12141866499950993,101,7286,67,75,66,1,76,33,65,61
4,7955,60,0.20950266799991368,101,7346,70,73,69,1,60,39,69,70
1,8030,70,0.11698597999929916,101,7416,70,70,72,1,61,29,74,75
1,8107,70,0.11467952000020887,101,7486,66,70,70,1,69,31,77,70
1,8178,64,0.14915695899981074,101,7550,68,64,68,1,71,30,67,60
3,8259,1,0.7886107550002635,101,7551,63,77,73,1,72,29,81,62
4,8336,69,1.0529379789986706,101,7620,67,68,77,4,69,28,67,59
7,8417,61,0.29206015700037824,101,7681,54,65,70,1,73,33,81,61
5,8499,33,0.25034761400092975,101,7714,66,71,82,1,64,33,77,65
3,8575,1,0.8987452459987253,101,7715,66,68,76,1,70,37,72,61
0,8656,70,0.21850035299939918,101,7785,70,69,81,1,70,34,72,64
0,8732,65,0.23997325099844602,101,7850,65,71,76,1,58,37,74,61
4,8810,63,0.35146587599956547,101,7913,76,61,78,2,63,43,74,58
0,8883,73,0.7118149160014582,101,7986,73,62,70,6,70,41,72,59
0,8962,65,0.2675441889987269,101,8051,65,61,79,1,66,36,71,59
1,9037,65,0.20311261199822184,101,8116,75,65,74,1,73,38,75,60
2,9111,69,0.46794726400185027,101,8185,67,61,69,1,74,33,72,55
2,9183,70,0.4932406260013522,101,8255,72,54,70,5,56,27,68,55
2,9262,70,0.2898147589985456,101,8325,79,58,70,1,67,30,77,45
2,9334,72,0.1990755650003848,101,8397,67,62,72,8,65,27,68,54
2,9409,68,0.14281992699761759,101,8465,70,56,68,1,70,33,75,53
0,9484,75,0.372087627001747,101,8540,75,49,73,16,61,30,75,45
0,9557,71,0.12716208599886158,101,8611,71,59,73,9,67,32,72,49
0,9633,76,0.36414321700067376,101,8687,76,50,68,16,73,26,73,50
0,9710,77,0.07863664600154152,101,8764,77,48,65,25,66,35,76,53
0,9786,76,0.32870472599825007,101,8840,76,49,64,12,62,29,74,55
0,9864,78,0.18712502099879202,101,8918,78,50,67,19,75,30,75,46
0,9946,79,0.2052175239987264,101,8997,79,35,69,16,82,31,72,51
0,10022,73,0.14963891099978355,101,9070,73,50,60,15,76,24,74,49
0,10105,75,0.06516707099945052,101,9145,75,52,72,12,83,23,73,50
0,10199,69,0.11960516000181087,101,9214,69,36,73,23,94,17,67,51
4,10280,81,0.2239151750000019,101,9295,68,43,68,17,81,16,69,62
4,10363,79,0.2024828690009599,101,9374,66,50,76,17,79,14,83,64
4,10446,83,0.30125012999997125,101,9457,69,47,69,35,83,22,61,64
4,10527,81,0.24325949699777993,101,9538,72,46,76,18,81,29,65,69
4,10614,87,0.21783930499805138,101,9625,63,42,68,31,87,29,65,79
4,10712,98,0.457460057001299,101,9723,67,51,73,22,98,24,60,79
4,10809,97,0.2158341329995892,101,9820,75,39,75,30,97,27,65,63
4,10895,86,0.1586419550003484,101,9906,71,45,73,38,86,28,69,67
4,10981,86,0.07485781400100677,101,9992,69,53,80,28,86,24,75,63
4,11061,76,0.0638689270017494,101,10068,80,54,65,34,76,21,76,65
4,11144,83,0.3782388200015703,101,10151,73,59,79,42,83,22,70,64
4,11225,81,0.1767562069981068,101,10232,76,48,81,47,81,13,77,66
4,11307,82,0.14096701100061182,101,10314,75,41,64,42,82,16,75,69
4,11383,76,0.20582576699962374,101,10390,73,57,67,44,76,11,70,65
4,11461,78,0.20674890599912032,101,10468,63,46,69,46,78,23,69,70
4,11540,79,0.13041020200034836,101,10547,62,43,72,43,79,25,74,67
4,11612,68,0.060873640999489,101,10615,58,35,71,47,68,28,72,72
0,11684,58,0.4653590509988135,101,10673,58,48,72,44,70,14,62,70
2,11770,59,0.395358166002552,101,10732,64,52,59,46,65,25,57,86
4,11852,66,0.27518000199779635,101,10798,61,52,60,37,66,30,58,82
1,11934,52,0.20599613699960173,101,10850,54,52,57,45,64,19,57,82
6,12012,54,1.6019236609972722,101,10904,58,47,66,33,69,18,54,78
4,12098,64,0.5531404829998792,101,10968,71,57,58,34,64,27,48,86
5,12181,19,0.2232634039974073,101,10987,61,59,63,34,73,19,56,83
7,12273,92,0.14680195199980517,101,11079,61,58,64,29,64,25,62,92
7,12358,85,0.40594190799674834,101,11164,57,51,57,33,65,17,57,85
7,12436,78,1.1407977869966999,101,11242,54,64,44,40,64,17,62,78
7,12518,82,0.7293822499996168,101,11324,64,60,44,42,71,7,53,82
7,12606,88,0.26206043399724877,101,11412,54,58,59,49,70,13,55,88
7,12692,86,0.5164518900019175,101,11498,57,59,63,37,75,19,66,86
7,12780,88,0.97686350100048,101,11586,60,55,61,48,66,13,59,88
7,12868,88,0.3661614609991375,101,11674,70,63,58,42,61,17,55,88
7,12951,83,0.12684207699930994,101,11757,59,64,62,48,64,11,57,83
7,13038,87,0.20316377300332533,101,11844,60,67,57,45,73,25,65,87
7,13125,87,0.11717671999940649,101,11931,64,61,47,40,62,25,64,87
7,13213,88,0.04938563500036253,101,12019,59,53,47,48,67,33,65,88
7,13300,87,0.07552258900250308,101,12106,63,69,51,59,65,37,64,87
7,13386,86,0.10953627900016727,101,12192,69,64,49,52,64,42,69,86
7,13462,76,0.16508981799779576,101,12268,71,54,46,57,66,39,75,76
7,13538,76,0.24927362600283232,101,12344,66,50,48,66,68,42,67,76
7,13617,79,0.39461699499952374,101,12423,66,52,53,66,56,33,66,79
7,13696,74,0.08731807099684374,101,12497,67,59,56,71,59,39,79,74
7,13777,69,0.05087751399696572,101,12566,70,53,64,58,53,47,81,69
7,13853,68,0.41295053499925416,101,12634,69,45,57,47,49,44,76,68
0,13929,64,1.0671477450014208,101,12698,64,51,60,60,55,46,76,65
7,14010,69,0.46787813199989614,101,12767,68,47,50,65,50,51,81,69
1,14085,47,0.08082201800061739,101,12814,71,47,60,69,47,48,75,74
7,14161,60,0.0025301560017396696,101,12874,69,47,60,72,45,45,76,60
2,14237,62,0.15265140799965593,101,12936,57,46,62,71,45,33,76,68
4,14308,48,0.2144862139975885,101,12984,60,45,56,67,48,43,71,62
6,14380,72,0.15361320699958014,101,13056,68,42,49,62,47,48,72,61
6,14449,69,0.4686023309986922,101,13125,68,39,63,67,48,40,69,61
6,14523,74,1.0308556199997838,101,13199,67,36,51,68,44,47,74,70
6,14598,62,0.25837575900004595,101,13261,62,40,55,75,41,44,62,63
5,14670,36,0.38505216100020334,101,13297,60,38,52,72,34,36,66,63
0,14747,58,0.09211995400255546,101,13355,58,39,52,77,26,38,74,67
3,14815,68,0.2545782280030835,101,13423,58,50,51,68,34,46,61,61
6,14881,57,1.7358108519983944,101,13480,60,45,44,66,43,38,57,62
3,14948,67,0.25410406199807767,101,13547,52,47,41,67,34,53,62,66
3,15016,63,0.1607385900024383,101,13610,57,45,49,63,32,46,68,56
4,15094,27,0.009427508000953821,101,13637,60,53,40,78,27,40,65,67
7,15169,67,0.03044207099810592,101,13704,47,49,42,75,31,41,65,67
7,15241,67,0.10744644699661876,101,13771,59,52,53,72,25,43,72,67
3,15320,79,0.09780490699995426,101,13850,53,59,50,79,40,41,70,63
3,15397,77,0.29827951999686775,101,13927,64,43,49,77,37,31,75,73
3,15479,82,0.18694423999841092,101,14009,65,49,41,82,42,36,69,64
3,15561,82,0.2757329470005061,101,14091,63,47,37,82,42,35,64,59
3,15648,87,0.2803513100006967,101,14178,58,42,44,87,49,31,75,63
