choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,59,54,0.40475420907023363,105,54,54,52,59,45
1,113,54,0.13660222542239353,105,108,50,54,54,48
2,168,54,0.502872174634831,105,162,55,52,54,44
3,235,49,0.15746685396879911,105,211,67,50,55,49
1,297,55,0.023588634212501347,105,266,62,55,50,52
2,353,49,0.01057216277695261,105,315,55,52,49,56
0,411,58,0.09830037664505653,105,373,58,55,49,49
1,478,50,0.08482243723119609,105,423,48,50,54,67
2,537,48,0.051734345470322296,105,471,46,59,48,48
0,596,46,0.02325773407937959,105,517,46,51,52,59
3,651,55,0.10013536823680624,105,572,42,52,48,55
1,703,52,0.0908791254623793,105,624,39,52,47,40
2,760,47,0.14149660296970978,105,671,40,57,47,43
0,820,43,0.1620738540950697,105,714,43,60,45,37
1,890,70,0.15644791204249486,105,784,39,70,49,43
1,955,65,0.07036587822949514,105,849,44,65,49,55
1,1024,69,0.1806669845536817,105,918,37,69,56,54
1,1083,55,0.11556414631195366,105,973,32,55,59,47
1,1147,64,0.045565010339487344,105,1037,37,64,48,50
2,1202,48,0.03453841991722584,105,1085,42,55,48,45
3,1259,52,0.11724488850450143,105,1137,38,57,38,52
3,1322,50,0.1354757569206413,105,1187,47,63,37,50
3,1388,51,0.12941330834291875,105,1238,49,66,47,51
3,1451,63,0.11908052008948289,105,1301,42,60,45,63
1,1518,67,0.14602295821532607,105,1368,49,67,45,53
1,1579,61,0.05471500667044893,105,1429,47,61,41,52
1,1645,66,0.02575196570251137,105,1495,53,66,41,50
0,1716,44,0.002357263321755454,105,1539,44,71,40,55
1,1782,66,0.14819141002953984,105,1605,54,66,46,59
0,1842,52,0.531642563873902,105,1657,52,60,46,53
1,1903,61,0.038689072302076966,105,1718,49,61,38,52
2,1969,40,0.10102630240726285,105,1758,54,66,40,46
1,2032,63,0.06735897544422187,105,1821,58,63,40,48
1,2100,64,0.12442164483945817,105,1885,68,64,36,47
1,2168,53,0.17969668554724194,105,1938,68,53,37,56
1,2229,54,0.16330784911406226,105,1992,61,54,39,45
1,2288,59,0.1525462348072324,105,2051,55,59,35,40
3,2358,41,0.39073799684410915,105,2092,62,70,41,41
1,2419,61,0.15754749887855724,105,2153,52,61,35,41
1,2485,66,0.1165702874714043,105,2219,54,66,51,48
1,2553,68,0.16085714011569507,105,2287,49,68,45,56
1,2617,64,0.12049884634325281,105,2351,55,64,44,60
1,2684,51,0.20455131671042182,105,2402,67,51,42,63
1,2748,57,0.1868081579450518,105,2459,58,57,46,64
1,2816,51,0.12964116217335686,105,2510,58,51,45,68
1,2875,59,0.13312297387165017,105,2569,59,59,50,59
1,2932,50,0.12697732023661956,105,2619,55,50,57,55
2,2998,51,0.10022369358921424,105,2670,54,54,51,66
1,3067,58,0.16287454278790392,105,2728,69,58,49,60
0,3135,68,0.13261222283472307,105,2796,68,50,45,68
1,3200,53,0.14489392956602387,105,2849,56,53,53,65
0,3277,61,0.14061014910112135,105,2910,61,53,41,77
0,3350,60,0.08901341201271862,105,2970,60,44,50,73
0,3420,63,0.16226778586860746,105,3033,63,49,45,70
0,3498,59,0.13922766502946615,105,3092,59,56,55,78
0,3578,67,0.10636486698058434,105,3159,67,58,49,80
1,3648,57,0.02859181837993674,105,3216,55,57,42,70
0,3722,65,0.0897424163413234,105,3281,65,53,45,74
0,3792,55,0.15521839729626663,105,3336,55,54,44,70
0,3872,64,0.01996601393329911,105,3400,64,61,44,80
0,3945,61,0.10068644172861241,105,3461,61,55,39,73
0,4021,73,0.12362223622039892,105,3534,73,63,42,76
0,4099,68,0.18671407221700065,105,3602,68,59,42,78
0,4175,63,0.017502504138974473,105,3665,63,58,58,76
0,4254,65,0.9194018196430989,105,3730,65,67,50,79
0,4331,66,0.13094556151190773,105,3796,66,66,61,77
2,4407,55,0.6400133128045127,105,3851,56,62,55,76
0,4483,68,0.1642256649211049,105,3919,68,54,58,76
0,4561,69,0.023467666818760335,105,3988,69,62,46,78
0,4637,69,0.38214163421071135,105,4057,69,55,60,76
0,4715,63,0.1115581427293364,105,4120,63,57,58,78
0,4792,71,0.03644637594697997,105,4191,71,52,63,77
1,4866,60,0.04326727066654712,105,4251,68,60,65,74
0,4937,62,0.1318140942894388,105,4313,62,56,60,71
1,5014,49,0.01910260142176412,105,4362,60,49,59,77
0,5091,65,0.08002278537605889,105,4427,65,51,57,77
0,5173,61,0.01617890369379893,105,4488,61,58,63,82
0,5248,60,0.06311359730898403,105,4548,60,50,60,75
0,5327,59,0.11368243189645,105,4607,59,51,67,79
0,5416,66,0.21130052709486336,105,4673,66,53,56,89
0,5501,67,0.6604644762410317,105,4740,67,48,65,85
0,5577,68,0.7251903315773234,105,4808,68,43,57,76
0,5665,63,0.1624373962113168,105,4871,63,47,55,88
0,5753,55,0.0370755342009943,105,4926,55,44,61,88
0,5839,51,0.14320934715215117,105,4977,51,49,51,86
0,5932,51,0.041055936191696674,105,5028,51,47,44,93
3,6028,96,0.06617042314610444,105,5124,55,39,41,96
3,6128,100,0.025217533227987587,105,5224,43,45,41,100
