choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7
0,90,54,2.0387421955238096,104,54,54,28,90,62,47,49,66,54
1,168,27,0.23326154230744578,104,81,64,27,78,64,48,54,70,48
2,251,83,0.16575471789110452,104,164,64,27,83,58,47,58,68,45
2,332,81,0.13340651111502666,104,245,61,40,81,75,41,61,68,53
2,410,78,0.06704663642449304,104,323,52,38,78,70,52,49,74,58
2,491,81,0.06763227203919087,104,404,57,38,81,67,57,54,64,55
2,572,73,0.04600599716650322,104,477,53,33,73,55,58,50,81,53
2,652,80,0.02849133226845879,104,557,45,39,80,62,52,56,71,49
2,724,72,0.016455400487757288,104,629,56,44,72,63,49,41,69,40
2,799,75,0.016088658187072724,104,704,51,37,75,58,49,50,75,53
2,879,74,0.04136251483578235,104,778,51,26,74,64,58,47,80,53
2,958,74,0.009857879354967736,104,852,58,35,74,64,53,52,79,51
2,1045,87,0.00503326601756271,104,939,57,36,87,75,53,58,76,65
2,1133,88,0.05839075015683193,104,1027,54,32,88,63,62,51,86,54
2,1219,86,0.0017978693213080987,104,1113,55,42,86,64,63,62,78,53
2,1293,71,0.052921617636457086,104,1184,51,33,71,68,63,66,74,57
2,1370,63,0.11592000794189516,104,1247,54,45,63,71,67,59,77,59
2,1451,71,0.49273523830925114,104,1318,49,34,71,69,63,61,81,50
2,1534,68,0.057403170110774226,104,1386,56,40,68,73,62,58,83,48
2,1616,82,0.08169520707451738,104,1468,42,38,82,73,58,65,71,43
2,1704,88,0.07525065523805097,104,1556,47,28,88,67,70,63,79,47
2,1782,68,0.02307212278537918,104,1624,56,43,68,72,68,64,78,47
2,1863,81,0.1073569273139583,104,1705,54,30,81,69,64,62,70,47
2,1931,64,0.09802515993942507,104,1769,50,24,64,68,65,58,68,50
2,2004,73,0.03956656565424055,104,1842,64,25,73,62,63,65,64,50
2,2076,72,0.12770440442545805,104,1914,56,30,72,60,52,59,64,54
2,2140,63,0.03526486409828067,104,1977,56,29,63,62,64,52,62,53
2,2208,68,0.061612066012457944,104,2045,59,40,68,65,66,42,68,57
2,2279,67,0.035010768653592095,104,2112,41,37,67,71,61,43,65,46
2,2349,63,0.3762046332412865,104,2175,49,30,63,70,59,43,68,53
2,2425,68,0.02205446091829799,104,2243,50,42,68,72,76,43,66,52
2,2497,67,0.032228519485215656,104,2310,57,37,67,66,72,49,66,50
2,2578,70,0.0433261542202672,104,2380,59,38,70,67,81,52,68,48
2,2652,70,0.3054246498213615,104,2450,51,44,70,74,63,39,71,47
2,2726,72,0.1795085141202435,104,2522,54,41,72,70,64,41,74,49
2,2810,68,0.013697472808416933,104,2590,59,36,68,84,65,40,73,45
2,2879,67,0.05725788128620479,104,2657,64,31,67,69,58,41,66,44
2,2948,69,0.014641530200606212,104,2726,58,41,69,68,58,41,68,50
2,3026,78,0.40034818118147086,104,2804,62,31,78,73,54,46,69,43
2,3100,66,0.028871515387436375,104,2870,67,41,66,74,53,43,71,42
2,3178,67,0.11529532996064518,104,2937,57,42,67,78,64,50,71,44
2,3247,69,0.1943439761089394,104,3006,64,35,69,69,55,38,68,44
2,3317,70,0.19993087579496205,104,3076,56,42,70,58,53,48,61,41
2,3383,63,0.2016801021527499,104,3139,60,43,63,65,56,47,66,47
2,3450,58,0.36864833380968776,104,3197,58,45,58,67,46,57,58,43
3,3521,59,0.24970414201379754,104,3256,52,44,71,59,49,56,66,38
3,3593,62,0.3060672488936689,104,3318,60,54,56,62,55,49,72,40
3,3663,61,0.17672178469365463,104,3379,60,43,62,61,55,65,70,44
3,3733,63,0.22134593783994205,104,3442,52,46,65,63,61,56,70,43
3,3804,67,0.19874296357738785,104,3509,46,52,62,67,64,55,71,49
4,3876,60,0.4180894198361784,104,3569,51,48,62,56,60,60,72,40
5,3949,65,0.3298101324471645,104,3634,50,46,73,62,54,65,62,49
5,4017,66,0.08658574441506062,104,3700,60,45,68,58,61,66,64,50
5,4092,61,0.03320969914784655,104,3761,47,47,75,58,53,61,54,42
6,4161,61,0.08429312502266839,104,3822,50,50,65,55,55,69,61,49
6,4232,58,0.47487751254811883,104,3880,43,50,62,55,61,71,58,37
6,4307,62,0.11497915073414333,104,3942,44,50,55,61,61,75,62,40
7,4383,48,0.08388862042920664,104,3990,49,43,61,59,59,76,49,48
6,4455,53,0.12268969953584019,104,4043,50,37,52,62,53,72,53,45
2,4531,60,0.1253465010668151,104,4103,55,40,60,76,56,65,57,31
2,4602,57,0.060004928309354,104,4160,50,51,57,71,61,68,45,32
2,4670,64,0.07891359794302844,104,4224,49,52,64,68,61,63,53,45
2,4736,62,0.0429555716982577,104,4286,53,44,62,66,59,59,59,42
6,4800,64,0.35028113709995523,104,4350,45,46,63,59,56,54,64,43
6,4857,45,0.017562667810125276,104,4395,57,43,57,55,56,49,45,36
6,4915,47,0.07266617809364107,104,4442,48,48,52,58,57,54,47,39
4,4974,59,0.07224375242367387,104,4501,39,50,48,54,59,52,45,39
5,5034,50,0.09419900730426889,104,4551,43,51,55,45,60,50,38,46
3,5100,55,0.08644109562737867,104,4606,45,54,66,55,62,48,46,43
2,5170,65,0.09737040012259968,104,4671,51,49,65,50,70,55,54,49
2,5240,70,0.48976545773621183,104,4741,47,55,70,47,68,57,45,48
2,5309,69,0.07402434067626018,104,4810,50,57,69,41,64,59,39,41
2,5380,71,0.4093791302439058,104,4881,48,59,71,40,69,62,46,45
2,5446,66,0.09519554788130336,104,4947,55,50,66,45,62,57,40,47
2,5516,70,0.010214381036348641,104,5017,58,52,70,48,44,60,49,53
2,5590,74,0.5066375235619489,104,5091,50,49,74,38,57,68,49,54
2,5665,75,0.10071460343897343,104,5166,61,53,75,46,55,58,47,49
2,5735,70,0.3589549444586737,104,5236,46,49,70,45,61,58,55,41
2,5809,74,0.0988226484041661,104,5310,51,52,74,41,55,58,45,47
2,5892,83,0.06365187003393658,104,5393,57,49,83,40,56,65,40,44
2,5964,72,0.20242638752097264,104,5465,64,49,72,41,66,58,52,52
2,6042,78,0.05320003457018174,104,5543,55,50,78,42,57,58,47,54
2,6126,84,0.05116535085835494,104,5627,50,50,84,39,66,56,45,56
2,6206,80,0.036744634082424454,104,5707,51,46,80,45,56,57,37,47
2,6273,67,0.06935717692249455,104,5774,55,53,67,46,61,53,41,52
2,6352,79,0.009014948111143894,104,5853,53,62,79,44,55,53,43,50
2,6429,77,0.021105283201904967,104,5930,56,60,77,38,53,47,37,53
2,6501,72,0.0301093506423058,104,6002,50,52,72,44,55,44,42,46
2,6581,80,0.06230202795995865,104,6082,50,59,80,34,56,56,41,55
2,6662,81,0.4909847318631364,104,6163,53,54,81,46,54,54,42,59
2,6742,80,0.10414073175343219,104,6243,41,65,80,36,57,51,44,54
2,6816,74,0.06817886528733652,104,6317,50,56,74,45,43,55,43,53
2,6886,70,0.05503310600761324,104,6387,54,52,70,34,54,62,37,41
2,6956,70,0.12020250830391888,104,6457,52,55,70,40,59,57,44,51
2,7019,55,0.04706782172434032,104,6512,55,63,55,46,56,55,37,43
2,7086,67,0.13344299333402887,104,6579,58,47,67,40,51,51,41,51
2,7161,62,0.024475728132529184,104,6641,60,50,62,41,50,75,40,47
2,7226,60,0.08135662648419384,104,6701,48,38,60,48,61,65,26,48
2,7290,57,0.060992508340859786,104,6758,52,40,57,52,56,64,32,42
2,7358,68,0.07935906502825674,104,6826,53,50,68,56,41,62,39,47
2,7422,60,0.06818078539799899,104,6886,48,50,60,56,50,64,40,48
2,7493,63,0.05007088431739248,104,6949,49,52,63,60,56,71,45,56
2,7568,56,0.052668162228656,104,7005,40,41,56,49,52,75,29,54
2,7646,59,0.4493950032192515,104,7064,46,42,59,53,40,78,39,48
1,7722,43,0.1709684748930158,104,7107,46,43,57,50,61,76,36,52
0,7808,48,0.1429616520763375,104,7155,48,42,64,66,42,86,40,52
2,7885,56,0.1351096546568442,104,7211,46,51,56,59,45,77,32,47
3,7966,55,0.08425088245712686,104,7266,37,56,54,55,44,81,38,47
4,8045,43,0.055387687563779764,104,7309,43,54,58,58,43,79,39,50
5,8124,79,0.01906291903287638,104,7388,48,60,50,61,51,79,32,62
5,8211,87,0.0030037026153877378,104,7475,46,56,62,52,48,87,34,57
5,8286,75,0.09178030025213957,104,7550,52,50,54,48,55,75,28,59
5,8369,83,0.12931666245276574,104,7633,54,48,55,52,53,83,35,56
5,8452,83,0.5321417942323023,104,7716,44,52,60,60,47,83,37,48
5,8530,78,0.08258678126730956,104,7794,44,48,47,59,51,78,29,54
5,8611,81,0.43600282896659337,104,7875,41,48,49,56,51,81,43,55
5,8695,84,0.15697658417047933,104,7959,44,49,50,59,54,84,36,42
5,8779,84,0.1654071767552523,104,8043,47,44,39,50,59,84,33,51
5,8851,72,0.29328247156809084,104,8115,59,49,40,53,48,72,28,63
5,8935,84,0.19158220819372218,104,8199,47,45,42,51,50,84,38,63
5,9016,81,0.27503752228221856,104,8280,44,38,56,55,50,81,33,54
5,9097,81,0.2826450248248875,104,8361,45,51,48,48,54,81,38,63
5,9170,73,0.12079518435348291,104,8434,49,50,56,39,60,73,50,55
5,9247,77,0.08611083554569632,104,8511,38,50,49,44,37,77,47,54
5,9327,80,0.03975217693368904,104,8591,42,54,44,40,49,80,45,43
5,9397,70,0.10029985822620802,104,8661,48,58,43,43,47,70,53,44
5,9468,71,0.24125818850006908,104,8732,48,53,41,47,51,71,49,49
5,9541,73,0.12978517093870323,104,8805,52,56,50,50,49,73,40,50
5,9608,67,0.146227770645055,104,8872,50,46,47,58,45,67,38,50
5,9673,65,0.2068548167735571,104,8937,61,56,52,57,40,65,40,47
5,9751,78,0.19090376695385203,104,9015,55,57,47,50,51,78,45,44
5,9828,77,0.17721397460263688,104,9092,53,61,52,60,50,77,44,49
5,9897,69,0.1956656564725563,104,9161,49,56,54,58,60,69,39,52
5,9967,70,0.14107161715219263,104,9231,60,55,50,62,54,70,38,55
2,10039,61,0.07738582506135572,104,9292,52,62,61,62,52,72,42,48
2,10114,54,0.10032673986279406,104,9346,59,70,54,75,46,71,30,55
6,10186,38,0.0757537258323282,104,9384,58,52,51,59,56,72,38,56
7,10262,56,0.008872859471011907,104,9440,64,62,50,69,51,76,39,56
4,10347,53,0.0706372547429055,104,9493,68,52,60,68,53,85,36,52
3,10419,67,0.03569881047587842,104,9560,58,54,54,67,57,72,42,39
1,10495,61,0.3708647885796381,104,9621,76,61,68,67,52,74,46,48
0,10572,66,0.0781519516458502,104,9687,66,49,54,64,55,77,45,48
3,10652,67,0.01646692119538784,104,9754,68,65,52,67,50,80,45,44
3,10728,66,0.38608491397462785,104,9820,67,56,59,66,50,76,47,49
5,10809,81,0.055924680214957334,104,9901,59,56,66,59,54,81,42,44
5,10895,86,0.11605377607338596,104,9987,54,62,64,62,54,86,44,40
5,10975,80,0.2962202501948923,104,10067,59,56,59,68,54,80,40,37
5,11056,81,0.07819931450649165,104,10148,55,62,59,57,54,81,38,35
5,11134,78,0.21445207868237048,104,10226,61,67,60,62,44,78,49,57
5,11211,77,0.09101353361620568,104,10303,69,63,60,59,44,77,42,51
5,11286,75,0.004907818394713104,104,10378,63,57,61,51,51,75,46,48
5,11363,77,0.015599668462527916,104,10455,53,55,67,53,39,77,44,48
5,11449,86,0.027659281680826098,104,10541,63,54,65,58,47,86,41,54
5,11527,78,0.058059850052814,104,10619,57,53,68,58,44,78,35,45
5,11612,85,0.06927717204962391,104,10704,61,57,59,61,46,85,37,42
5,11692,80,0.03307593101635575,104,10784,46,51,61,66,40,80,38,36
5,11780,88,0.09051942358200904,104,10872,51,51,69,56,41,88,31,46
5,11858,78,0.045871588998124935,104,10950,46,36,65,67,43,78,27,53
5,11939,81,0.08966305151989218,104,11031,48,44,58,67,50,81,27,52
5,12015,76,0.12448244853294455,104,11107,45,48,70,63,35,76,31,63
5,12093,78,0.060144456787384115,104,11185,50,44,68,75,39,78,25,49
5,12168,71,0.014503921833238564,104,11256,47,50,57,75,36,71,12,45
5,12242,74,0.11371891410090029,104,11330,45,37,57,70,40,74,12,41
5,12313,71,0.21285262145102024,104,11401,41,43,62,71,28,71,22,50
5,12395,82,0.24704286021005828,104,11483,42,43,57,67,35,82,24,55
5,12468,73,0.2565839203016367,104,11556,38,46,55,73,30,73,22,50
5,12542,74,0.21453592379111797,104,11630,39,49,53,66,36,74,22,61
5,12615,73,0.24989487361744978,104,11703,34,44,54,65,31,73,13,54
5,12695,80,0.3317776120820781,104,11783,43,41,50,70,29,80,21,57
5,12781,86,0.36768507525266614,104,11869,34,38,42,74,25,86,21,56
5,12857,76,0.29391162982210517,104,11945,35,30,53,75,26,76,21,50
5,12932,75,0.249633737737895,104,12020,37,30,55,74,19,75,17,58
5,13011,74,0.3697216790751554,104,12094,38,41,51,79,27,74,20,55
5,13090,71,0.127649361078511,104,12165,33,50,49,79,26,71,17,56
5,13171,79,0.4123220291803591,104,12244,53,50,60,81,35,79,20,52
5,13249,75,0.4410354549472686,104,12319,40,47,51,78,35,75,26,55
5,13335,75,0.7495815745496657,104,12394,36,53,50,86,43,75,34,44
5,13419,84,0.222709220732213,104,12478,30,45,53,70,43,84,27,49
5,13508,89,0.07679698926222045,104,12567,37,45,53,79,34,89,26,46
5,13591,78,0.107340286282124,104,12645,41,42,52,83,38,78,26,54
