choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,92,75,3.861812398186885,104,75,75,42,38,11,69,32,41,92,59,66,42,55,28,57,57,42,65,23,32,49,56,58,49,36,74,21
0,181,75,0.2643431120523019,104,150,75,30,31,24,63,31,53,89,53,63,39,65,27,55,63,48,60,25,32,45,52,52,47,34,61,20
0,263,82,0.2621740201720968,104,232,82,32,36,11,67,34,48,82,58,65,44,52,25,57,56,56,66,29,30,52,44,46,40,37,71,25
0,353,76,0.2572284394846065,104,308,76,37,41,18,64,29,50,90,58,56,45,56,27,56,61,59,67,22,34,57,44,51,46,38,74,16
0,443,69,0.3887308348348597,104,377,69,34,46,28,67,35,53,90,46,64,50,54,19,56,54,60,73,33,22,54,45,57,42,29,66,16
0,526,62,0.1414665211632382,104,439,62,30,43,31,62,20,62,83,43,60,37,56,19,55,48,58,69,25,39,62,46,54,43,29,66,18
1,612,34,0.40503390606318135,104,473,75,34,37,31,64,35,67,86,46,63,37,57,12,57,59,63,76,33,31,61,32,56,46,29,70,15
2,691,43,0.31164390794583596,104,516,69,27,43,22,57,24,58,79,53,69,37,53,13,59,59,65,68,26,27,57,34,50,50,29,72,20
3,775,28,0.2134561781422235,104,544,66,27,55,28,69,40,53,84,50,62,38,49,9,70,62,58,61,30,37,65,37,58,50,38,69,19
4,860,55,0.14018644334282726,104,599,70,28,52,19,55,27,66,85,60,68,29,55,11,73,55,58,65,16,40,65,40,59,45,34,75,20
5,944,33,0.128004582671565,104,632,67,30,53,19,62,33,66,84,47,73,35,60,19,66,52,57,71,23,42,63,42,61,59,34,64,20
6,1029,59,0.11501499291625805,104,691,69,33,51,16,65,29,59,85,50,76,31,53,17,65,54,46,72,26,39,62,35,57,49,25,73,27
7,1114,85,0.07863646109763067,104,776,65,27,59,12,53,26,65,85,43,76,36,56,23,66,52,58,76,23,45,64,34,50,51,26,64,24
7,1194,80,0.24834213919530157,104,856,65,17,61,6,58,31,66,80,53,76,34,52,10,71,48,52,69,21,45,70,39,49,59,30,68,32
7,1278,70,0.005814753531012684,104,926,59,28,68,17,64,34,58,70,49,84,36,62,14,65,48,54,68,24,44,69,43,56,58,39,68,31
7,1354,75,0.12907216759049334,104,1001,66,30,53,11,58,30,61,75,44,76,31,68,11,60,52,52,64,21,47,65,41,52,54,38,59,31
7,1431,70,0.08365180602413602,104,1071,55,26,60,5,54,33,59,70,52,77,33,67,13,64,49,42,74,26,48,69,36,50,54,27,60,40
7,1517,72,0.006530957092763856,104,1143,55,27,49,1,56,35,62,72,50,86,33,64,12,59,49,47,70,31,53,66,30,45,53,43,55,36
7,1600,79,0.6421356818464119,104,1222,71,17,56,7,54,38,72,79,50,83,35,64,1,64,50,58,77,25,52,70,31,55,53,38,68,32
7,1681,69,0.21484250242065173,104,1291,76,23,56,8,61,31,72,69,55,81,37,67,9,59,51,55,71,29,57,80,32,50,45,40,67,39
7,1755,74,0.2356796093226876,104,1365,72,13,49,9,55,26,68,74,48,73,39,70,10,53,49,53,70,23,53,74,28,55,51,46,61,45
7,1834,70,0.1550046242773533,104,1435,70,26,53,10,52,22,70,70,57,73,42,72,5,57,43,45,68,24,45,79,22,50,46,40,67,44
8,1913,58,0.11754890697193332,104,1493,79,31,54,6,58,21,63,71,58,74,40,74,16,58,46,51,66,30,45,74,24,58,44,40,52,54
8,1988,54,0.322357519340585,104,1547,67,41,47,9,54,25,74,67,54,75,35,70,17,58,42,35,68,32,48,63,15,53,41,34,53,51
8,2068,53,0.04386058672389481,104,1600,71,32,54,12,57,33,70,80,53,69,39,58,10,56,53,40,59,31,41,58,18,50,35,50,55,57
9,2149,74,0.695679417316569,104,1674,66,26,46,18,63,21,68,81,48,74,39,67,25,58,46,42,66,29,53,75,27,52,45,40,58,54
9,2223,66,0.14729983583674766,104,1740,70,24,47,13,57,14,68,74,47,66,37,69,23,50,53,47,62,32,44,61,26,57,43,47,51,53
9,2301,69,0.0790870484925108,104,1809,62,24,50,12,50,24,70,78,48,69,40,74,22,46,46,48,64,33,35,68,25,60,58,47,57,57
9,2374,64,0.5467084398696898,104,1873,65,32,48,19,57,23,65,67,46,64,34,73,19,51,47,49,58,25,31,68,32,51,49,41,55,62
9,2450,72,0.10915095638483763,104,1945,63,33,38,22,56,24,67,76,48,72,32,68,22,50,52,50,63,42,37,65,27,61,54,45,56,64
9,2526,72,0.07918625453021377,104,2017,62,30,38,21,58,23,62,76,38,72,34,71,24,49,52,50,67,27,38,68,32,69,47,55,60,66
9,2604,58,0.028829912858782336,104,2075,62,35,37,22,57,16,72,74,40,58,34,78,40,41,59,48,57,31,45,67,35,70,51,43,59,64
9,2682,58,0.02603806310798973,104,2133,62,22,32,13,59,16,78,71,45,58,42,69,25,54,58,50,50,37,31,77,38,69,55,47,55,63
9,2762,58,0.0779650602635229,104,2191,67,22,32,16,57,26,80,70,42,58,34,78,27,47,60,52,60,31,29,65,23,72,49,54,61,63
9,2840,67,0.006463112964411266,104,2258,66,22,31,12,54,19,78,75,41,67,34,70,24,40,49,52,57,25,26,71,25,66,53,49,67,65
10,2917,38,0.11511163879185915,104,2296,65,23,40,11,53,23,68,77,51,71,38,63,43,42,47,53,57,28,32,75,28,59,56,37,60,64
11,2993,67,0.5423401742882561,104,2363,66,26,23,14,46,31,67,70,39,57,43,67,30,44,51,55,54,35,36,69,32,58,53,46,63,76
11,3065,68,0.30943449362530373,104,2431,72,26,32,11,49,28,70,72,38,60,29,68,34,45,43,42,58,25,33,70,24,54,56,48,55,59
11,3143,64,0.510679369312129,104,2495,75,20,32,18,46,23,73,77,36,65,43,64,29,44,46,50,50,33,35,78,34,76,63,46,58,58
11,3221,67,0.12290283248876221,104,2562,78,27,27,15,44,22,69,71,30,68,31,67,28,31,39,49,52,35,40,68,27,64,70,44,53,70
11,3294,68,0.6119207247829763,104,2630,73,28,30,21,45,17,69,71,28,65,30,68,28,30,47,47,59,22,41,64,20,59,70,46,45,59
11,3376,60,0.5086965287482599,104,2690,82,19,35,30,43,15,70,76,25,62,22,60,36,41,53,49,67,33,32,59,31,52,53,48,52,56
11,3466,64,0.4227623439510353,104,2754,78,35,30,29,49,20,77,90,34,54,32,64,37,33,49,41,56,35,34,74,30,60,63,57,53,55
12,3552,35,0.019394459173781797,104,2789,72,28,27,24,45,22,71,86,33,68,22,63,35,33,53,51,59,32,37,56,34,54,67,47,53,61
13,3639,37,0.4603204674931476,104,2826,79,31,30,32,39,12,71,87,34,72,23,72,37,37,55,51,60,39,36,62,30,55,68,52,51,69
14,3732,53,0.017250328819500282,104,2879,81,23,33,20,47,17,67,93,27,70,28,72,43,34,53,48,59,36,39,66,25,59,72,60,48,61
15,3817,50,1.0910544961079722,104,2929,77,27,26,21,45,11,65,85,24,76,31,62,54,38,53,50,64,38,33,65,42,55,66,61,47,61
