choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,74,47,3.3043103420641273,109,47,47,33,29,58,57,66,66,59,57,23,52,27,41,43,35,40,42,53,74,21,54,69,43,47,40,45
1,145,41,0.5152710084803402,109,88,44,41,36,53,63,58,64,48,47,3,51,24,53,48,40,42,36,54,71,16,66,65,42,51,37,43
2,217,40,0.4036264604656026,109,128,42,34,40,57,66,59,72,46,49,20,53,33,42,46,44,47,41,64,66,23,55,67,46,59,35,41
3,288,56,0.06481162051204592,109,184,37,43,42,56,67,60,71,51,56,16,64,37,52,42,42,47,40,56,70,29,52,62,41,59,33,44
4,363,69,0.12815883196890354,109,253,39,43,45,42,69,60,75,55,50,20,62,33,54,40,36,47,48,59,67,32,52,58,41,54,31,55
5,436,65,0.27915873285382986,109,318,41,36,37,40,62,65,73,53,44,20,51,35,41,43,39,45,33,62,71,23,51,64,43,59,40,50
4,516,66,0.3127370944712311,109,384,41,49,41,41,66,63,80,54,47,16,53,33,44,44,42,51,33,51,72,39,56,59,42,50,45,49
5,590,72,0.1662366670789197,109,456,52,44,41,48,66,72,74,55,50,10,51,37,45,46,34,47,41,61,69,23,55,55,47,54,41,41
4,664,74,0.12717573228292167,109,530,49,47,43,40,74,65,72,49,46,12,50,34,61,46,27,53,36,61,69,30,36,59,48,50,36,52
5,744,59,0.003192514064721763,109,589,50,43,42,46,68,59,73,54,57,13,41,35,52,30,30,65,38,56,80,32,50,65,40,57,47,47
4,816,65,0.5912698691245168,109,654,54,48,46,54,65,59,70,51,52,10,50,37,59,36,34,58,40,52,72,31,38,55,49,51,43,42
5,892,69,0.12964628241024911,109,723,63,53,45,52,59,69,74,52,52,1,49,42,57,34,37,59,32,51,76,22,54,59,48,52,38,44
4,968,56,0.00852595828473568,109,779,54,39,46,56,56,56,68,44,62,6,45,33,62,34,33,52,46,59,76,23,49,49,55,48,39,52
5,1049,47,0.004107769811525941,109,826,51,47,45,69,59,47,67,46,53,4,54,41,55,28,25,54,33,55,81,22,47,59,54,51,29,56
4,1125,55,0.031942422152496874,109,881,55,45,46,64,55,47,72,41,56,16,45,40,67,32,29,41,36,67,76,24,41,57,43,53,41,49
5,1213,50,0.5191099619260058,109,931,48,43,47,62,61,50,74,54,58,16,43,44,60,25,34,45,51,58,88,20,47,65,37,42,36,53
6,1288,74,0.3238340890966356,109,1005,50,39,46,67,59,44,74,60,58,13,52,43,62,18,28,45,44,44,75,42,54,65,35,43,32,54
7,1365,54,0.09185454482212663,109,1059,58,34,44,66,61,55,63,54,65,8,47,30,59,26,32,48,37,51,77,32,47,59,37,52,35,51
