choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,70,58,1.7814241505693644,109,58,58,50,42,49,70,12,64,57,44,36,51,34,60,54,54,70,36,30,59,43,54,57,47,53,18,45
1,145,37,0.6581635363399982,109,95,60,37,49,41,71,19,68,52,48,35,43,27,51,51,58,74,46,30,60,41,75,63,52,54,12,46
2,225,45,0.5012720773229375,109,140,61,48,45,50,72,20,80,62,36,32,46,33,59,48,58,67,47,36,67,53,65,67,49,49,21,43
3,296,49,0.41292046557646245,109,189,55,38,48,49,62,19,71,51,45,33,55,30,50,46,60,69,49,20,66,49,70,69,37,51,14,51
4,373,68,0.20046722842380404,109,257,51,36,43,46,68,23,70,55,40,31,47,28,57,49,58,64,46,28,65,43,74,77,47,46,6,44
4,447,60,0.2348001959035173,109,317,47,34,47,44,60,22,73,54,49,26,41,24,54,47,53,59,44,23,67,46,74,72,61,49,7,51
4,521,67,0.07124209147877991,109,384,44,28,50,44,67,14,63,58,47,43,46,22,46,40,53,64,40,22,65,54,63,74,46,47,19,43
4,600,57,0.08848730009049177,109,441,48,25,55,42,57,22,75,51,45,26,45,17,47,42,56,62,55,17,73,56,76,79,44,48,11,40
4,672,58,0.35242398735135794,109,499,41,28,48,43,58,18,61,57,45,29,36,25,46,48,62,58,48,20,72,46,62,69,38,36,17,35
5,755,24,0.29513154400046915,109,523,43,37,49,35,66,24,68,56,44,32,36,33,39,55,55,62,48,28,83,60,64,59,34,39,10,47
6,845,69,0.05642711080145091,109,592,40,35,54,55,64,23,69,59,36,24,41,24,50,39,51,60,46,18,90,57,73,67,44,50,9,38
6,927,65,0.2985224701697007,109,657,41,37,41,37,72,19,65,63,39,25,47,35,50,44,48,60,41,16,82,53,69,66,47,48,17,30
6,1011,70,0.09764625690877438,109,727,45,31,40,43,61,16,70,52,34,34,32,28,51,49,54,55,42,21,84,61,63,67,43,53,15,32
6,1095,67,0.07549258996732533,109,794,43,39,48,47,63,22,67,53,37,21,35,24,60,41,56,65,47,21,84,54,63,67,45,49,13,25
6,1184,58,0.06012333557009697,109,852,43,34,46,50,55,18,58,55,40,31,39,29,57,40,57,55,48,19,89,44,78,68,44,57,11,33
6,1267,62,0.4067818522453308,109,914,32,38,42,50,55,25,62,52,35,22,39,35,57,49,55,52,52,20,83,45,68,65,44,54,6,32
6,1353,67,0.10624261957127601,109,981,44,39,59,46,57,22,67,52,46,35,39,31,69,43,55,55,50,22,86,39,71,66,47,44,6,33
6,1437,66,0.003326282254420221,109,1047,38,36,62,47,52,43,66,49,35,28,46,31,66,54,51,52,66,20,84,51,70,73,42,50,7,30
6,1519,63,0.1121648995904252,109,1110,32,33,59,55,58,29,63,58,39,24,45,35,63,57,41,59,48,20,82,41,69,75,31,51,1,26
7,1609,42,0.15756734006572515,109,1152,44,25,51,50,53,34,69,42,35,23,46,32,56,48,55,55,55,9,90,49,68,73,28,42,1,31
7,1692,44,0.08600394905079156,109,1196,42,30,47,43,55,40,58,44,47,19,46,40,56,60,56,61,51,22,83,56,66,74,20,45,1,25
8,1776,33,0.16417190164793283,109,1229,46,35,41,48,52,32,57,37,33,19,48,31,59,45,47,53,51,21,84,48,74,67,16,37,1,34
