choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,90,54,1.65834382455796,113,54,54,28,90,62
0,168,64,0.24791299575008452,113,118,64,27,78,64
0,251,64,0.455542633892037,113,182,64,27,83,58
0,332,61,0.31915499607566744,113,243,61,40,81,75
1,410,38,0.17442894203122705,113,281,52,38,78,70
2,491,81,0.3215576991206035,113,362,57,38,81,67
2,564,73,0.3008364657871425,113,435,53,33,73,55
2,644,80,0.19164020649623126,113,515,45,39,80,62
2,716,72,0.04690071160439402,113,587,56,44,72,63
2,791,75,0.38326569192577153,113,662,51,37,75,58
2,865,74,0.5949998943833634,113,736,51,26,74,64
2,939,74,0.41395295842085034,113,810,58,35,74,64
2,1026,87,0.8465438262792304,113,897,57,36,87,75
2,1114,88,0.6016294090077281,113,985,54,32,88,63
2,1200,86,0.4741562217241153,113,1071,55,42,86,64
2,1271,71,0.600106118246913,113,1142,51,33,71,68
2,1342,63,0.33765849738847464,113,1205,54,45,63,71
2,1413,71,0.3250369462184608,113,1276,49,34,71,69
3,1486,73,0.33514570794068277,113,1349,56,40,68,73
3,1568,73,0.007796944002620876,113,1422,42,38,82,73
3,1656,67,0.021087975124828517,113,1489,47,28,88,67
2,1728,68,0.032328964211046696,113,1557,56,43,68,72
2,1809,81,0.2272730473196134,113,1638,54,30,81,69
2,1877,64,0.3587547930656001,113,1702,50,24,64,68
2,1950,73,0.3226457638666034,113,1775,64,25,73,62
2,2022,72,0.10887304006610066,113,1847,56,30,72,60
2,2085,63,0.22436151409056038,113,1910,56,29,63,62
2,2153,68,0.3243021825328469,113,1978,59,40,68,65
2,2224,67,0.3588091963902116,113,2045,41,37,67,71
2,2294,63,0.15351313713472337,113,2108,49,30,63,70
2,2366,68,0.40447399427648634,113,2176,50,42,68,72
3,2433,66,0.3173065661685541,113,2242,57,37,67,66
2,2503,70,0.09238245862070471,113,2312,59,38,70,67
2,2577,70,0.1054321953561157,113,2382,51,44,70,74
2,2649,72,0.2865175334736705,113,2454,54,41,72,70
2,2733,68,0.2938472497044131,113,2522,59,36,68,84
2,2802,67,0.46207742288243026,113,2589,64,31,67,69
2,2871,69,0.4271166219841689,113,2658,58,41,69,68
2,2949,78,0.22750986146274954,113,2736,62,31,78,73
2,3023,66,0.1964270513271913,113,2802,67,41,66,74
2,3101,67,0.032007025089114904,113,2869,57,42,67,78
3,3170,69,0.24747840990312397,113,2938,64,35,69,69
3,3240,58,0.027583721675910056,113,2996,56,42,70,58
3,3305,65,0.40327584301121533,113,3061,60,43,63,65
0,3372,58,0.5157318162964657,113,3119,58,45,58,67
1,3443,44,0.3166217253310606,113,3163,52,44,71,59
0,3505,60,0.028767152223736048,113,3223,60,54,56,62
0,3567,60,0.28153483697678894,113,3283,60,43,62,61
0,3632,52,0.2916461587883532,113,3335,52,46,65,63
2,3699,62,0.22467065241653472,113,3397,46,52,62,67
2,3761,62,0.28901816229335964,113,3459,51,48,62,56
