choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
16,85,68,3.144399644157602,110,68,57,72,63,43,56,62,53,28,57,40,85,62,79,48,37,49,68,47,45,53,22,58,57,42,6,52
22,166,63,0.27447343662970525,110,131,66,73,64,38,55,63,38,19,52,41,76,49,81,46,50,46,78,54,46,60,27,62,63,48,13,51
4,242,54,0.09300027520157528,110,185,55,76,68,50,54,64,41,27,49,42,71,36,74,50,43,49,70,58,46,57,26,55,54,48,19,53
17,326,54,0.26022374543163096,110,239,58,84,73,47,60,66,44,25,55,43,75,46,74,36,39,48,71,54,37,58,24,57,61,40,20,50
19,410,43,0.8576822891668598,110,282,65,84,76,51,57,69,39,24,54,33,74,41,70,39,40,43,68,49,46,43,26,56,65,47,5,46
24,497,1,0.3959788542647402,110,283,64,81,62,44,62,65,45,36,54,34,75,46,87,45,46,52,66,45,38,50,26,51,54,46,1,48
20,587,21,0.7230337474161388,110,304,59,90,71,48,65,64,42,22,52,37,74,42,78,42,50,45,70,55,50,45,21,56,50,44,5,40
8,667,47,0.6310651588169094,110,351,54,80,69,44,72,63,42,29,47,35,73,51,77,42,44,59,70,55,44,55,27,53,47,49,7,40
14,758,31,0.8456905324196669,110,382,60,91,65,49,67,74,40,30,46,37,69,44,70,40,31,50,65,50,42,55,22,60,47,54,1,37
11,848,45,0.3727563056404506,110,427,56,90,55,52,64,67,39,27,59,33,65,45,67,43,28,61,62,45,44,65,27,60,51,43,6,41
0,930,55,0.8353979865473775,110,482,55,82,49,46,58,61,37,32,56,29,73,50,63,51,27,63,60,51,53,57,20,65,54,64,11,43
18,1024,54,0.47980979078238306,110,536,50,94,59,51,63,66,33,28,51,35,64,53,65,43,38,53,66,49,54,65,34,64,39,51,13,40
25,1108,36,0.4362805521955124,110,572,57,84,56,53,69,58,33,26,57,41,58,53,67,49,32,51,67,54,43,56,27,66,48,47,6,36
16,1199,68,0.2824389276088368,110,640,56,91,52,43,65,58,37,28,55,47,55,49,72,50,33,57,68,61,53,56,27,62,44,52,1,43
2,1288,54,0.6174279515385024,110,694,60,89,54,54,66,57,44,26,57,44,60,42,69,46,36,58,65,49,58,57,30,59,45,50,7,40
21,1380,49,0.6876748011186464,110,743,52,92,53,47,62,64,41,36,62,36,58,56,78,46,38,59,63,46,43,49,39,49,51,57,12,40
5,1463,63,0.0021273736151670164,110,806,53,83,62,52,58,63,41,34,55,47,68,59,66,53,32,66,72,50,46,53,34,58,48,56,16,33
6,1551,50,0.6329205306910808,110,856,44,88,57,46,69,62,50,33,66,46,65,51,72,55,29,58,66,48,47,54,37,56,50,51,17,35
