choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
16,74,42,2.1906841003783484,110,42,47,33,29,58,57,66,66,59,57,23,52,27,41,43,35,40,42,53,74,21,54,69,43,47,40,45
22,145,42,0.10336450153317855,110,84,44,41,36,53,63,58,64,48,47,3,51,24,53,48,40,42,36,54,71,16,66,65,42,51,37,43
4,217,66,0.17745201569277924,110,150,42,34,40,57,66,59,72,46,49,20,53,33,42,46,44,47,41,64,66,23,55,67,46,59,35,41
17,288,56,0.5676228327861281,110,206,37,43,42,56,67,60,71,51,56,16,64,37,52,42,42,47,40,56,70,29,52,62,41,59,33,44
19,363,32,0.41603146260149515,110,238,39,43,45,42,69,60,75,55,50,20,62,33,54,40,36,47,48,59,67,32,52,58,41,54,31,55
24,436,40,0.3833477334251256,110,278,41,36,37,40,62,65,73,53,44,20,51,35,41,43,39,45,33,62,71,23,51,64,43,59,40,50
20,516,56,0.5260795269091432,110,334,41,49,41,41,66,63,80,54,47,16,53,33,44,44,42,51,33,51,72,39,56,59,42,50,45,49
8,590,50,0.26173159508198296,110,384,52,44,41,48,66,72,74,55,50,10,51,37,45,46,34,47,41,61,69,23,55,55,47,54,41,41
8,664,46,0.573176148327093,110,430,49,47,43,40,74,65,72,49,46,12,50,34,61,46,27,53,36,61,69,30,36,59,48,50,36,52
14,744,30,0.08986745515176153,110,460,50,43,42,46,68,59,73,54,57,13,41,35,52,30,30,65,38,56,80,32,50,65,40,57,47,47
15,816,58,0.0921637898482004,110,518,54,48,46,54,65,59,70,51,52,10,50,37,59,36,34,58,40,52,72,31,38,55,49,51,43,42
0,892,63,0.48657399407375124,110,581,63,53,45,52,59,69,74,52,52,1,49,42,57,34,37,59,32,51,76,22,54,59,48,52,38,44
18,968,76,0.17842354191043341,110,657,54,39,46,56,56,56,68,44,62,6,45,33,62,34,33,52,46,59,76,23,49,49,55,48,39,52
3,1049,69,1.129879871230969,110,726,51,47,45,69,59,47,67,46,53,4,54,41,55,28,25,54,33,55,81,22,47,59,54,51,29,56
5,1125,47,0.18880824837287946,110,773,55,45,46,64,55,47,72,41,56,16,45,40,67,32,29,41,36,67,76,24,41,57,43,53,41,49
6,1213,74,0.2887314478816734,110,847,48,43,47,62,61,50,74,54,58,16,43,44,60,25,34,45,51,58,88,20,47,65,37,42,36,53
7,1288,60,0.005258913657144149,110,907,50,39,46,67,59,44,74,60,58,13,52,43,62,18,28,45,44,44,75,42,54,65,35,43,32,54
18,1365,77,1.30699908479437,110,984,58,34,44,66,61,55,63,54,65,8,47,30,59,26,32,48,37,51,77,32,47,59,37,52,35,51
4,1440,61,0.08405557795595087,110,1045,52,45,55,54,61,46,67,53,62,19,53,39,54,26,28,51,42,53,75,33,53,64,52,47,34,52
6,1519,79,0.542816274024517,110,1124,51,33,50,52,63,54,79,54,59,16,54,39,47,23,33,56,36,51,72,39,51,57,46,54,39,45
9,1599,25,0.04818270836949523,110,1149,54,24,66,56,60,61,65,50,45,25,55,42,48,24,32,64,45,46,80,34,52,60,40,50,35,50
10,1682,50,0.02423759512066681,110,1199,48,14,55,53,65,55,65,49,47,17,50,44,55,26,32,51,49,50,83,40,57,57,43,47,29,49
