choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7
0,75,75,1.0335892422299366,103,75,75,52,64,59,54,39,34,30
1,156,57,0.7553374445124064,103,132,81,57,65,48,53,22,27,41
2,232,62,0.0251752906551701,103,194,76,53,62,36,53,30,22,40
3,308,39,0.6917905408627121,103,233,76,56,67,39,55,37,31,42
4,383,51,0.8100191691628424,103,284,75,59,70,46,51,42,32,40
6,460,33,0.15389543683704687,103,317,77,64,66,37,48,41,33,51
5,537,30,0.035911943450628314,103,347,77,65,65,40,38,30,26,47
7,612,41,0.012883983348729089,103,388,75,52,68,47,43,32,24,41
0,687,75,0.8333863498846767,103,463,75,51,70,39,48,34,26,44
1,768,54,0.08231540477572707,103,517,81,54,69,51,39,33,31,51
4,846,43,0.36009549380105454,103,560,78,46,61,51,43,33,23,36
0,927,81,0.6515832962686545,103,641,81,47,65,49,46,41,33,44
0,1006,79,0.47427075566520216,103,720,79,48,67,42,44,35,35,54
1,1089,54,0.22063165441068122,103,774,83,54,74,48,56,43,36,53
0,1175,86,0.014939148306439165,103,860,86,60,64,46,48,44,38,50
0,1260,85,0.21041983352188254,103,945,85,62,68,52,42,47,34,50
0,1342,82,1.1713006550780847,103,1027,82,69,49,37,38,42,33,46
0,1435,93,0.6440077956722234,103,1120,93,64,68,47,42,41,29,50
0,1528,93,0.26938597866683267,103,1213,93,67,67,47,45,44,35,54
0,1608,80,0.4281284302123822,103,1293,80,63,53,39,48,47,30,41
0,1689,81,0.7205974123280612,103,1374,81,68,61,46,43,49,33,46
0,1768,79,0.4468508485297207,103,1453,79,58,51,41,42,50,29,43
0,1848,80,0.01411733833811013,103,1533,80,52,56,36,32,48,29,46
0,1925,77,0.6362978869074141,103,1610,77,60,68,43,45,40,31,57
4,2013,39,0.4022817387303803,103,1649,88,57,66,38,39,41,28,50
2,2093,65,0.19977470629964955,103,1714,80,62,65,39,41,45,21,56
2,2176,66,0.22812907024490414,103,1780,83,47,66,45,38,35,20,56
1,2251,49,0.5550379063060973,103,1829,75,49,67,43,38,44,25,61
6,2327,31,1.2066250428033527,103,1860,76,51,58,33,35,43,31,60
7,2399,60,0.6925944297399838,103,1920,72,49,64,35,34,37,23,60
5,2479,44,0.6159401691620587,103,1964,80,53,56,38,43,44,29,57
