choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7
0,76,43,2.931316316997254,107,43,43,32,70,34,23,58,76,72
1,157,34,0.0754320550004195,107,77,43,34,62,40,27,53,81,69
2,236,58,0.021726123999542324,107,135,36,36,58,51,23,59,72,79
3,315,49,0.11637278399939532,107,184,41,40,54,49,27,59,72,79
4,392,20,0.34116450100191287,107,204,38,36,57,53,20,55,77,75
5,474,53,0.7125322790016071,107,257,40,30,60,54,35,53,80,82
6,558,77,0.6818820159969619,107,334,37,41,57,57,34,62,77,84
6,648,80,0.08184074900054839,107,414,37,44,54,52,30,49,80,90
6,732,71,0.11907435100147268,107,485,33,29,69,56,22,52,71,84
6,818,83,0.058432042998902034,107,568,36,34,55,53,38,41,83,86
7,910,92,0.06663930600188905,107,660,46,31,58,58,34,37,77,92
7,998,88,0.14861826800188283,107,748,42,25,51,55,27,33,80,88
7,1080,82,0.041140850000374485,107,830,41,33,51,50,21,26,79,82
7,1166,86,0.06019093100258033,107,916,43,40,41,54,28,23,75,86
7,1259,93,0.2891610330007097,107,1009,36,34,39,55,27,16,79,93
7,1345,86,0.03545493199999328,107,1095,43,37,53,41,25,29,76,86
7,1436,91,0.007857353000872536,107,1186,39,42,45,47,34,28,76,91
7,1523,87,0.03703172799941967,107,1273,40,31,46,43,41,26,73,87
7,1620,97,0.06351420300052268,107,1370,49,31,38,37,32,21,72,97
7,1714,94,0.0017755259978002869,107,1464,47,38,35,36,45,32,80,94
7,1797,83,0.00719098599802237,107,1547,48,37,25,45,38,24,76,83
7,1886,89,0.03649403899908066,107,1636,46,34,42,41,44,20,74,89
7,1967,81,0.03906317300061346,107,1717,45,34,37,36,50,18,73,81
7,2061,94,0.021935873999609612,107,1811,46,42,33,37,46,27,83,94
7,2144,83,0.11170611600027769,107,1894,46,43,31,39,45,20,71,83
7,2232,88,0.04856235499755712,107,1982,47,31,42,36,41,20,73,88
7,2324,92,0.055102458001783816,107,2074,48,31,38,50,53,23,76,92
7,2417,93,0.05574830099794781,107,2167,49,35,29,49,41,28,71,93
7,2514,97,0.0440994700002193,107,2264,33,29,34,50,43,22,85,97
7,2604,90,0.07397129899982247,107,2354,30,33,16,40,52,48,84,90
7,2690,86,0.06247816600080114,107,2440,41,38,32,47,46,33,74,86
7,2781,91,0.07325265499821398,107,2531,35,43,28,45,43,32,75,91
7,2868,87,0.042745402999571525,107,2618,33,46,17,49,56,43,67,87
7,2958,90,0.04468673999872408,107,2708,40,43,25,44,53,31,67,90
7,3041,83,0.04789317500035395,107,2791,37,48,27,57,50,43,73,83
7,3133,92,0.04654629599826876,107,2883,29,41,34,51,45,40,68,92
