choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
7,73,21,2.284278417999303,107,21,55,45,61,35,49,47,38,21,45,43,29,24,38,22,64,43,72,48,27,45,64,73,40,45,38,31
0,146,59,0.9700314689980587,107,80,59,59,70,33,38,45,39,21,36,34,40,12,39,25,64,31,63,36,34,41,60,73,44,44,46,38
8,218,39,0.587663000998873,107,119,59,49,58,37,44,43,42,28,39,37,45,18,43,29,72,28,63,41,22,39,64,69,56,39,49,38
20,290,72,0.17040727300263825,107,191,63,55,58,32,38,51,44,21,43,44,43,20,46,21,70,35,65,46,29,44,72,64,43,46,52,38
11,364,17,0.11097228300059214,107,208,59,55,51,36,32,50,34,38,47,46,49,17,44,22,65,29,62,46,31,44,74,70,46,37,38,36
16,439,59,0.11854215799758094,107,267,59,47,52,29,33,50,34,43,52,40,50,16,32,27,64,27,59,37,31,43,75,63,63,51,45,37
20,506,67,0.22315958500257693,107,334,54,49,61,36,38,44,47,45,51,32,52,23,30,27,65,22,65,48,32,43,67,62,52,42,41,35
3,575,43,0.2709894770014216,107,377,59,59,58,43,45,46,43,35,57,31,50,19,36,26,61,24,65,38,42,47,69,56,47,36,32,34
1,644,58,0.0691242550019524,107,435,56,58,55,34,41,39,44,38,56,40,44,25,37,19,63,34,55,42,31,49,69,59,59,41,41,23
20,717,73,0.7045730169993476,107,508,60,55,57,36,48,52,40,26,63,41,37,23,31,21,60,27,53,47,39,50,73,54,56,46,41,29
25,789,32,0.20921903300040867,107,540,53,56,52,38,51,46,39,30,72,48,47,25,33,14,59,36,67,44,33,51,68,50,62,36,36,32
23,860,52,0.2414588450010342,107,592,43,47,49,36,52,42,37,35,65,41,43,28,29,15,56,30,59,46,41,45,71,55,53,52,32,27
20,931,71,0.1425323000003118,107,663,54,57,56,31,43,45,32,39,63,41,48,24,33,20,70,29,58,48,33,45,71,60,62,48,40,29
20,1005,64,0.015114177000214113,107,727,57,58,59,41,42,48,38,32,68,32,38,18,28,18,62,35,74,45,31,38,64,59,57,51,44,27
20,1079,66,0.6295268020003277,107,793,47,53,64,34,47,41,34,28,58,36,42,16,31,19,51,26,74,39,37,48,66,59,50,46,40,19
7,1160,36,0.05608930099697318,107,829,53,64,75,50,48,46,47,36,71,30,40,27,28,18,53,37,62,50,31,42,81,52,55,41,43,14
20,1239,79,0.11973054299960495,107,908,58,56,70,41,45,43,44,31,53,19,46,13,30,15,48,26,70,48,25,45,79,57,49,48,42,12
8,1317,58,0.13406374600162962,107,966,44,57,64,44,43,36,52,25,58,22,33,25,23,11,53,30,61,38,28,51,78,58,48,45,46,23
20,1396,79,0.1832261439994909,107,1045,46,54,65,38,38,38,45,28,69,24,39,17,32,8,56,39,52,45,19,43,79,49,45,42,37,25
20,1478,82,0.18129030999989482,107,1127,43,47,69,39,40,36,46,36,58,28,53,20,25,14,54,39,53,43,23,45,82,43,39,47,32,20
20,1548,70,0.25395586699960404,107,1197,53,61,56,35,39,34,51,26,58,25,38,10,18,6,44,35,57,56,29,51,70,43,42,53,43,29
20,1619,71,0.15792458999931114,107,1268,51,53,67,44,34,28,42,28,59,26,50,20,16,8,42,47,57,42,18,44,71,43,36,52,29,30
20,1688,69,0.2075626329969964,107,1337,52,42,63,37,37,33,50,22,65,28,49,13,22,24,38,49,63,45,20,42,69,45,44,48,38,24
20,1760,72,0.12382625000100234,107,1409,39,53,66,36,52,40,48,30,47,28,43,18,27,22,51,44,65,46,17,43,72,43,40,49,27,34
20,1828,60,0.1034747369994875,107,1469,43,53,68,30,44,40,42,27,57,40,52,23,25,25,38,45,67,38,8,48,60,40,47,44,29,20
20,1905,77,0.009149491997959558,107,1546,37,52,60,19,37,26,55,28,66,38,44,15,30,23,45,47,71,47,13,40,77,42,59,48,48,29
8,1984,62,0.5217813009985548,107,1608,50,38,66,42,46,32,54,30,62,38,43,14,20,28,51,53,59,46,17,38,79,45,56,48,37,31
7,2061,30,0.8077766360001988,107,1638,43,43,60,36,41,28,44,30,66,37,47,17,36,27,51,61,68,45,16,36,77,37,58,65,45,36
