choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,97,97,2.791179388997989,107,97,97,32,50,40
0,169,72,0.2580935349978972,107,169,72,29,62,43
0,248,79,0.02075283000158379,107,248,79,32,54,45
1,321,31,1.1962743099975341,107,279,73,31,53,42
2,404,65,0.4800877400011814,107,344,83,29,65,37
3,483,34,0.11547305599742685,107,378,79,30,48,34
0,571,88,0.12928543900125078,107,466,88,34,54,37
0,658,87,0.013987588998134015,107,553,87,33,51,34
0,733,75,0.4936458180018235,107,628,75,40,61,28
0,823,90,0.02601648500058218,107,718,90,36,58,41
0,903,80,0.07018044000142254,107,798,80,45,67,41
0,976,73,0.020516534001217224,107,871,73,42,58,47
0,1056,80,0.8758758080002735,107,951,80,42,62,36
0,1130,74,0.11814251300165779,107,1025,74,49,68,36
0,1200,70,0.36356936399897677,107,1095,70,32,55,43
0,1274,74,0.22302649800258223,107,1169,74,47,55,37
0,1347,73,0.20046565200027544,107,1242,73,50,46,40
0,1421,74,0.11886566099929041,107,1316,74,50,55,43
0,1486,65,0.15125812299811514,107,1381,65,51,56,42
0,1559,73,0.029248950999317458,107,1454,73,60,61,45
0,1627,68,0.14111468200280797,107,1522,68,54,55,48
0,1700,73,0.06010418400182971,107,1595,73,54,59,38
0,1776,76,0.0036576339989551343,107,1671,76,67,56,46
0,1853,77,0.43020305300160544,107,1748,77,58,58,42
0,1937,84,0.09477112999957171,107,1832,84,56,57,47
0,2015,78,0.1498267550014134,107,1910,78,53,59,45
0,2092,77,0.12764325500029372,107,1987,77,59,59,52
0,2170,78,0.13907736700275564,107,2065,78,54,68,49
0,2255,85,0.09232542600148008,107,2150,85,67,63,50
0,2335,80,0.11554553200039663,107,2230,80,55,47,52
0,2417,82,0.002896461999625899,107,2312,82,56,46,44
0,2503,86,0.033412015000067186,107,2398,86,64,56,42
0,2594,91,0.011034970997570781,107,2489,91,55,45,43
0,2674,80,0.023864809001679532,107,2569,80,56,44,46
0,2758,84,0.5784857110011217,107,2653,84,52,43,49
0,2846,88,0.0426589500020782,107,2741,88,41,45,44
0,2912,66,0.3792061290005222,107,2807,66,51,47,38
0,2992,80,0.06163608399947407,107,2887,80,46,54,38
0,3067,75,0.4079653840017272,107,2962,75,40,46,35
0,3144,77,0.03841669500252465,107,3039,77,50,53,39
