choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,75,63,1.3359851515251648,117,63,63,5,68,65,49,47,55,41,63,51,46,46,43,19,71,75,47,43,61,52,34,27,69,37,53,60
1,149,6,0.4703696118276639,117,69,48,6,62,61,55,48,56,35,71,51,49,50,57,22,67,74,42,41,57,59,40,35,69,34,55,56
2,221,61,0.4397126308049337,117,130,64,23,61,67,61,48,62,29,64,50,51,52,54,19,72,64,40,38,59,64,38,33,65,37,53,51
3,292,70,0.11946494287803944,117,200,61,27,71,70,55,44,53,39,61,52,53,54,43,13,60,69,39,32,51,62,37,32,69,30,49,58
4,365,73,0.253185701943039,117,273,59,19,71,70,73,46,59,32,53,47,61,43,57,25,68,73,44,34,58,62,30,33,73,34,50,53
5,438,44,0.13571378284177626,117,317,54,26,63,69,73,44,56,37,60,54,55,42,48,24,62,72,43,38,62,65,40,49,66,30,39,56
6,505,62,0.47785145124635164,117,379,59,32,62,56,61,48,62,29,61,52,62,40,58,36,65,67,41,39,57,66,35,39,61,39,46,51
7,583,33,0.553804601747288,117,412,58,37,62,63,75,50,61,33,54,43,64,37,54,30,58,78,43,31,63,54,28,41,57,38,40,59
8,649,49,0.05996735895587335,117,461,62,27,61,61,64,39,60,35,49,40,66,40,53,16,65,66,45,43,52,59,32,44,62,37,39,63
9,722,43,0.5648961566776052,117,504,58,35,65,66,73,41,60,28,52,43,67,44,44,25,65,66,41,49,50,71,17,48,61,35,33,67
10,811,54,0.022499919997244433,117,558,54,42,59,59,89,43,61,26,56,39,54,38,55,23,63,59,39,39,57,67,25,36,61,38,40,58
11,886,38,0.46659349099172687,117,596,48,35,54,59,75,41,51,36,56,41,63,38,48,21,72,51,44,49,46,72,29,40,66,39,38,52
12,964,45,0.021722295113249857,117,641,51,36,58,66,78,35,53,24,47,39,68,41,45,19,66,59,46,39,47,67,31,46,67,31,41,47
13,1043,17,0.4363064418066642,117,658,50,39,58,57,79,37,59,33,52,40,70,35,40,17,65,55,47,43,51,75,18,36,63,27,34,45
14,1121,61,0.1480034561100183,117,719,58,28,50,73,78,40,61,34,52,39,61,27,39,15,61,50,44,37,52,65,27,33,63,30,40,51
15,1196,48,0.005995711862851749,117,767,51,41,59,59,75,31,69,31,51,45,65,33,46,31,59,48,44,39,45,64,28,28,70,32,40,56
11,1267,32,0.24162885212354013,117,799,53,33,65,53,71,40,62,30,50,34,63,32,39,31,60,46,50,42,48,70,31,38,69,24,38,54
16,1347,52,1.655137124387693,117,851,42,37,62,60,80,40,55,36,53,35,79,34,35,52,55,49,52,37,47,80,28,31,71,25,41,62
17,1424,40,0.5269973439144451,117,891,59,48,67,75,71,41,58,29,44,30,77,32,48,34,61,47,48,40,49,66,32,30,74,21,47,44
18,1504,50,0.3262926813658851,117,941,48,50,59,60,80,55,52,37,54,39,78,30,47,31,55,59,56,33,50,73,23,28,66,24,40,48
19,1579,74,0.29043809401900944,117,1015,52,49,63,66,70,49,57,24,57,43,75,23,41,27,67,66,60,42,49,74,31,34,64,29,42,54
20,1661,28,0.28454926557606086,117,1043,55,45,53,74,68,39,55,35,46,38,82,25,40,32,65,61,54,36,50,75,28,37,66,29,34,52
21,1738,40,0.08212550801636098,117,1083,46,39,51,62,72,41,57,32,41,45,77,28,36,31,57,64,53,50,48,67,23,40,61,27,45,63
22,1815,56,0.3809171493485337,117,1139,53,51,48,70,75,39,60,24,47,33,76,28,41,35,55,57,61,46,49,77,23,46,56,20,50,48
23,1893,27,0.040339210854654084,117,1166,49,44,51,64,61,41,67,30,41,35,78,30,33,32,59,69,57,56,55,76,33,41,51,27,46,48
24,1976,40,0.4475132004226907,117,1206,49,49,50,72,67,39,63,33,41,33,78,24,32,37,57,60,52,51,58,83,31,33,47,17,40,49
25,2050,41,0.1964293257378813,117,1247,47,44,51,62,64,46,61,18,45,42,71,28,28,22,66,60,65,58,50,74,28,36,54,27,33,41
0,2132,45,0.4896047873526186,117,1292,45,39,55,58,63,50,66,17,45,49,82,36,26,20,61,65,60,49,47,77,26,46,56,30,38,49
2,2208,47,0.0017139748470071936,117,1339,47,47,47,63,63,40,64,13,43,50,69,35,30,32,66,71,56,60,41,76,17,39,40,26,31,54
3,2286,61,0.320648980767146,117,1400,47,42,41,61,64,39,67,29,50,53,78,26,14,17,66,71,58,53,39,74,20,30,48,32,41,58
