choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,76,46,3.6327357675445455,117,46,46,21,51,36,30,72,63,46,76,52,46,62,34,73,28,57,62,15,58,39,48,64,47,35,31,43
16,156,60,0.3689929277734336,117,106,46,29,38,46,35,69,60,42,80,53,46,62,44,66,39,60,60,11,69,47,46,58,55,38,34,43
20,230,43,0.007071586290294363,117,149,46,22,44,39,35,74,61,37,74,57,48,63,50,56,45,48,73,11,65,51,43,65,46,35,34,45
8,307,77,0.35493679797764344,117,226,37,29,51,38,34,67,61,48,77,56,41,58,43,64,40,64,69,18,60,44,47,68,51,35,29,51
2,392,48,0.29236327562466613,117,274,39,29,48,40,19,57,59,42,85,62,49,55,44,73,45,61,70,5,68,47,51,70,38,31,37,36
10,471,38,0.7715850107206279,117,312,41,33,47,46,20,66,64,42,79,59,38,71,46,67,41,52,64,9,61,53,44,55,48,44,43,45
1,545,35,0.08229703350480122,117,347,39,35,44,51,36,65,67,39,74,68,36,68,44,70,38,57,63,8,59,54,48,54,45,44,37,44
17,624,16,0.2749022368716396,117,363,46,32,47,53,20,63,64,49,79,63,46,63,44,59,38,60,59,16,63,48,50,63,51,33,36,46
14,691,48,0.1580703382505817,117,411,40,25,45,48,20,59,56,46,67,59,42,60,42,58,48,66,60,20,61,49,55,65,53,40,38,35
22,768,47,0.20485071522307408,117,458,46,33,49,44,36,54,54,41,77,67,46,72,41,53,37,58,69,35,54,60,45,54,47,41,38,37
13,848,55,0.40910685141898284,117,513,47,26,49,47,37,57,52,42,80,64,47,70,47,55,44,56,74,23,66,44,48,68,52,42,43,33
5,931,63,0.37542513360403973,117,576,39,25,47,44,31,63,54,40,83,60,54,79,42,49,41,55,68,22,63,52,42,68,52,37,52,39
14,1011,43,0.027076066434347013,117,619,43,32,49,39,38,65,63,36,80,59,51,67,37,53,43,49,71,12,64,52,41,65,40,31,46,38
23,1093,27,0.22683477871305513,117,646,41,26,56,33,39,64,56,27,72,62,57,82,47,52,49,55,67,15,68,41,35,56,43,27,49,47
9,1178,52,0.05100387212314672,117,698,38,35,53,41,36,66,55,32,85,52,58,75,40,40,44,53,64,4,57,44,40,62,51,36,41,49
20,1263,40,0.14579794553446845,117,738,51,39,49,39,39,63,59,42,85,54,57,78,49,44,50,59,65,11,63,38,40,56,43,34,36,57
12,1351,46,0.03421357483421161,117,784,50,41,49,43,37,64,65,35,88,53,66,68,46,51,42,58,65,13,55,41,41,53,47,35,37,39
15,1431,54,0.24987999616041634,117,838,45,32,44,32,43,68,63,46,80,50,63,72,33,48,39,54,70,20,59,49,30,59,47,33,40,45
4,1508,41,0.4566891740541905,117,879,40,34,55,47,41,52,61,44,77,53,64,72,34,40,44,61,74,15,59,48,31,54,47,30,37,41
3,1584,55,0.03377772088697384,117,934,45,37,45,55,36,60,56,40,76,59,56,62,22,42,36,56,61,17,66,54,28,58,45,38,35,34
14,1655,37,0.284859675509324,117,971,39,43,44,39,37,71,62,37,68,54,56,69,31,58,37,51,70,15,62,50,13,44,52,35,32,46
21,1725,45,0.20528144900617917,117,1016,44,45,55,44,45,70,64,37,70,57,60,70,31,45,48,60,56,10,68,50,10,45,50,25,27,48
4,1801,54,0.15346859099554422,117,1070,38,41,49,42,54,73,59,34,76,60,58,64,31,51,41,66,55,12,62,41,13,46,50,18,33,48
17,1880,19,0.13257704246552748,117,1089,45,41,51,43,48,79,62,34,70,51,62,69,28,49,44,66,62,19,66,47,26,46,49,28,39,48
19,1960,45,0.06844059009836201,117,1134,42,38,50,45,57,80,52,32,61,46,55,62,24,38,40,63,44,12,61,45,12,49,44,36,27,44
7,2033,33,0.35951998463951895,117,1167,42,44,46,47,49,73,64,33,66,50,61,65,30,54,45,64,49,16,62,46,18,42,48,36,30,50
4,2106,49,0.03127588082861621,117,1216,43,35,51,45,49,71,61,24,65,59,63,64,25,46,39,73,47,13,64,48,26,50,45,31,26,39
11,2187,71,0.3451707254635039,117,1287,37,36,55,36,63,81,53,37,73,48,56,71,30,41,49,76,50,14,62,48,21,52,45,38,27,47
0,2273,37,0.01278696918325295,117,1324,37,42,62,41,59,86,50,43,72,48,57,60,36,33,56,72,47,22,64,44,32,56,42,36,26,52
25,2350,45,0.6513270824671054,117,1369,42,35,52,40,65,77,61,37,69,49,62,62,35,46,53,61,51,14,63,49,35,54,55,34,34,45
24,2423,30,0.11639156452929456,117,1399,45,55,55,47,51,73,57,39,69,40,61,61,34,39,45,65,54,14,65,40,33,56,39,28,30,45
