choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,70,43,0.5871784697119438,117,43,43,32,70,34
2,132,62,0.8391686133963958,117,105,43,34,62,40
3,190,51,0.140992671764252,117,156,36,36,58,51
3,244,49,0.3120003840122081,117,205,41,40,54,49
3,301,53,0.18436749975990097,117,258,38,36,57,53
3,361,54,0.49748151940912066,117,312,40,30,60,54
3,418,57,0.42629780153038155,117,369,37,41,57,57
2,472,54,0.4342686165964551,117,423,37,44,54,52
1,541,29,0.024505744182533817,117,452,33,29,69,56
1,596,34,0.11671093474978989,117,486,36,34,55,53
0,654,46,2.0316342922978947,117,532,46,31,58,58
1,709,25,0.2438375628007634,117,557,42,25,51,55
1,760,33,0.07794873435886984,117,590,41,33,51,50
2,814,41,0.2291785337129113,117,631,43,40,41,54
3,869,55,0.05634676309637143,117,686,36,34,39,55
1,922,37,0.2114301257624902,117,723,43,37,53,41
0,969,39,0.3354328138502751,117,762,39,42,45,47
0,1015,40,0.02879132132147788,117,802,40,31,46,43
0,1064,49,0.0974130372160289,117,851,49,31,38,37
1,1111,38,0.25267304553744907,117,889,47,38,35,36
1,1159,37,0.0785285929159727,117,926,48,37,25,45
2,1205,42,0.09934525904827751,117,968,46,34,42,41
3,1250,36,0.22254024128778838,117,1004,45,34,37,36
1,1296,42,0.29080930589771015,117,1046,46,42,33,37
0,1342,46,0.13904892956452386,117,1092,46,43,31,39
0,1389,47,0.268530192965045,117,1139,47,31,42,36
0,1439,48,0.6424749591988075,117,1187,48,31,38,50
0,1488,49,0.8733757880254416,117,1236,49,35,29,49
0,1538,33,0.07498415949339687,117,1269,33,29,34,50
0,1578,30,0.6988300425600755,117,1299,30,33,16,40
0,1625,41,0.005740983711802983,117,1340,41,38,32,47
0,1670,35,0.04782169029385841,117,1375,35,43,28,45
0,1719,33,0.23049697590249707,117,1408,33,46,17,49
0,1763,40,0.5355838586838217,117,1448,40,43,25,44
3,1820,57,0.22481743415846722,117,1505,37,48,27,57
2,1871,34,0.15640244487804011,117,1539,29,41,34,51
1,1926,49,0.07693238183492213,117,1588,27,49,25,55
1,1979,40,0.07750648020737572,117,1628,30,40,25,53
0,2032,31,0.34570898268793826,117,1659,31,44,27,53
0,2091,23,0.5871483887476643,117,1682,23,40,30,59
0,2149,33,0.58832346635063,117,1715,33,34,23,58
0,2213,35,0.5814682069831179,117,1750,35,45,31,64
0,2277,40,0.5232903452906612,117,1790,40,40,21,64
0,2335,36,0.21136356363422237,117,1826,36,49,28,58
1,2401,51,0.4500854427333252,117,1877,36,51,26,66
2,2465,23,0.00854107331360865,117,1900,27,46,23,64
3,2518,53,0.17699894396537275,117,1953,23,45,26,53
1,2569,38,0.3606573010347347,117,1991,27,38,29,51
2,2615,34,0.28913373227806005,117,2025,28,42,34,46
0,2663,28,0.1308208262653352,117,2053,28,42,42,48
0,2705,27,0.2122871131869033,117,2080,27,42,35,42
1,2757,45,0.015123683957426692,117,2125,31,45,38,52
2,2807,44,0.14369611827532935,117,2169,29,36,44,50
3,2851,42,0.4769554225731554,117,2211,30,34,44,42
2,2900,34,0.40078658517086296,117,2245,32,33,34,49
1,2935,26,0.21443310185895825,117,2271,25,26,35,33
2,2975,37,0.6375346411095961,117,2308,27,40,37,37
0,3016,29,0.6659265896505531,117,2337,29,41,34,37
3,3063,31,0.3409517104537372,117,2368,33,47,36,31
2,3103,34,0.0777477679293952,117,2402,21,40,34,38
1,3143,40,0.10121219879147247,117,2442,22,40,31,29
2,3191,37,0.019878396109561436,117,2479,25,48,37,46
0,3245,19,0.35587250792195846,117,2498,19,54,46,35
0,3288,21,0.13985535537176474,117,2519,21,43,39,36
1,3336,48,0.34942430157752824,117,2567,23,48,44,34
1,3392,56,0.5121251880063937,117,2623,27,56,53,37
