choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,61,55,0.7762712406802166,117,55,55,45,61,35
1,131,59,0.03770744663961523,117,114,59,59,70,33
2,190,58,0.04252296073354955,117,172,59,49,58,37
3,253,32,0.2122621523885755,117,204,63,55,58,32
2,312,51,0.20024960798764369,117,255,59,55,51,36
1,371,47,0.11671925501650549,117,302,59,47,52,29
0,432,54,0.030984031489424524,117,356,54,49,61,36
2,491,58,0.0033985087520704838,117,414,59,59,58,43
0,549,56,0.23013920445373515,117,470,56,58,55,34
2,609,57,0.01507376236077107,117,527,60,55,57,36
2,665,52,0.2518326986464672,117,579,53,56,52,38
3,714,36,0.4473992767761956,117,615,43,47,49,36
2,771,56,0.18245255848160014,117,671,54,57,56,31
0,830,57,0.05401772856748721,117,728,57,58,59,41
0,894,47,0.0481513008417096,117,775,47,53,64,34
2,969,75,0.01540337290680327,117,850,53,64,75,50
2,1039,70,0.45580594579041644,117,920,58,56,70,41
2,1103,64,0.023253864123034873,117,984,44,57,64,44
2,1168,65,0.06430541777444887,117,1049,46,54,65,38
1,1237,47,0.46412365195647,117,1096,43,47,69,39
3,1298,35,0.16638036417134572,117,1131,53,61,56,35
0,1365,51,0.00924893596675247,117,1182,51,53,67,44
2,1428,63,0.10737879612133838,117,1245,52,42,63,37
2,1494,66,0.4254683349863626,117,1311,39,53,66,36
2,1562,68,0.23078178501600632,117,1379,43,53,68,30
2,1622,60,0.097459118691404,117,1439,37,52,60,19
2,1688,66,0.4057313834036904,117,1505,50,38,66,42
0,1748,43,0.019736311562155606,117,1548,43,43,60,36
2,1810,62,0.16059137892443687,117,1610,48,41,62,28
1,1876,40,0.12365131684236985,117,1650,43,40,66,34
3,1940,34,0.1328215302892204,117,1684,42,40,64,34
2,2002,62,0.21580658580933232,117,1746,48,50,62,33
2,2055,45,0.1935671541486954,117,1791,53,49,45,35
2,2121,66,0.033962686806262354,117,1857,48,46,66,39
1,2176,47,0.1748145540659607,117,1904,44,47,55,43
3,2239,37,0.08886300361518806,117,1941,48,44,63,37
0,2301,54,0.11585458734589338,117,1995,54,47,62,42
2,2357,56,0.08027072866389062,117,2051,40,41,56,38
3,2410,31,0.3472559121892118,117,2082,45,39,53,31
1,2462,44,0.22205510576350207,117,2126,49,44,52,42
