choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
16,67,41,0.9813147279201075,116,41,17,43,64,61,50,24,41,48,61,40,26,53,56,67,63,63,41,51,39,38,43,39,31,43,48,51
22,142,19,0.18643669679295272,116,60,18,45,59,69,57,28,42,62,67,40,27,51,62,75,70,61,53,57,41,43,52,42,19,43,46,55
4,221,53,0.2203388746129349,116,113,13,39,52,79,53,30,36,49,57,41,24,58,55,72,59,53,55,60,47,38,57,55,25,39,48,53
17,293,68,0.4170315418159589,116,181,17,46,56,70,52,31,40,41,70,37,25,50,66,72,57,58,56,68,48,32,59,47,28,46,41,57
17,364,61,0.40582447475753725,116,242,25,44,58,69,57,34,37,55,70,41,32,57,70,71,61,50,52,61,41,40,67,43,25,36,43,63
17,435,60,0.40628914232365787,116,302,23,41,50,69,51,32,40,41,54,36,30,59,64,71,65,62,47,60,44,36,63,42,27,45,51,58
19,514,44,0.23074781405739486,116,346,11,35,52,64,48,22,41,45,47,27,23,63,68,79,67,53,50,68,49,44,60,44,33,44,44,63
24,601,49,0.326062927255407,116,395,18,45,49,64,46,26,31,53,54,40,28,68,69,87,61,60,41,68,38,38,64,40,29,37,49,66
20,679,63,0.3058255626820028,116,458,18,47,50,61,48,35,24,56,53,44,20,71,71,78,48,56,48,57,39,47,63,47,27,46,39,59
8,762,60,0.3700885877478868,116,518,16,40,49,59,49,29,33,52,60,38,24,83,76,78,55,63,54,56,40,35,67,42,25,41,44,64
20,841,64,0.3288010102696717,116,582,19,36,45,67,45,19,29,38,55,49,23,79,76,73,54,60,55,55,45,45,64,39,25,44,35,64
20,919,67,0.36037856980692595,116,649,13,47,48,71,51,22,30,38,48,37,30,73,78,77,54,56,50,55,35,31,67,42,27,49,45,70
20,997,69,0.23726340185385197,116,718,14,43,40,68,51,16,39,36,54,43,20,63,71,78,49,60,48,50,31,41,69,31,23,44,39,59
20,1072,61,0.29153927240986377,116,779,19,43,44,66,46,30,28,35,50,45,31,75,71,68,56,64,51,56,28,35,61,44,29,40,38,67
20,1151,59,0.3661344322608784,116,838,20,46,47,65,46,24,29,39,44,39,21,79,79,73,54,61,55,57,35,39,59,40,19,37,32,61
20,1232,55,0.22265453240834177,116,893,23,43,51,69,42,32,36,37,52,41,34,72,81,68,55,64,49,53,25,36,55,47,30,41,40,65
20,1312,57,0.18654998345300555,116,950,19,41,47,77,52,32,34,45,45,35,33,73,71,80,59,66,47,50,32,49,57,51,36,39,44,53
20,1389,46,0.19212279515340924,116,996,15,51,51,69,54,39,37,49,46,39,32,71,77,69,52,72,46,50,29,47,46,48,34,35,43,62
20,1469,56,0.25104150199331343,116,1052,14,47,36,63,51,21,39,45,55,33,41,79,80,60,52,65,52,56,30,31,56,42,32,38,47,47
20,1553,64,0.15331536531448364,116,1116,4,43,44,59,49,18,42,47,52,37,39,74,84,68,48,67,50,50,41,25,64,38,41,42,49,53
20,1640,66,0.21472638053819537,116,1182,12,43,40,64,55,25,38,38,38,27,27,87,74,68,48,59,52,48,39,34,66,52,42,37,49,36
20,1729,71,0.2091926111606881,116,1253,5,55,44,66,55,23,34,39,50,32,33,80,89,62,43,63,46,51,45,39,71,40,36,45,53,42
20,1811,68,0.2427152463933453,116,1321,12,46,46,57,55,28,41,38,52,44,33,82,75,64,57,55,52,67,35,37,68,45,30,35,50,45
14,1898,54,0.1641601708251983,116,1375,19,46,38,57,55,35,29,38,48,44,26,87,84,59,54,54,48,63,42,28,68,42,39,52,50,42
15,1988,54,0.14586404175497591,116,1429,15,45,50,59,51,21,40,39,59,48,36,80,90,53,54,54,39,60,39,30,73,41,33,52,55,41
11,2077,84,0.1626477608224377,116,1513,19,42,44,54,61,16,28,40,42,48,23,84,89,60,61,59,52,63,34,30,68,45,38,49,60,36
11,2163,85,0.1497554734814912,116,1598,16,39,44,53,58,19,30,36,61,48,24,85,86,48,58,61,53,54,39,26,62,52,41,45,58,38
11,2252,78,0.010417900164611638,116,1676,4,46,56,47,50,29,26,42,47,48,35,78,89,62,64,61,57,60,41,27,66,51,35,48,54,40
11,2345,82,0.22017374471761286,116,1758,15,46,41,41,61,31,37,49,52,42,34,82,93,64,61,62,59,60,33,33,68,48,24,38,50,41
11,2428,73,0.1802801702870056,116,1831,14,51,38,35,63,24,33,52,56,45,34,73,83,58,65,66,50,62,31,37,63,57,32,40,46,38
11,2515,79,0.16732451925054193,116,1910,22,42,52,41,62,24,35,60,57,44,44,79,87,62,59,76,60,59,40,37,72,53,16,43,45,38
