choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
12,85,79,0.46915041800093604,108,79,57,72,63,43,56,62,53,28,57,40,85,62,79,48,37,49,68,47,45,53,22,58,57,42,6,52
12,166,81,0.01980153900149162,108,160,66,73,64,38,55,63,38,19,52,41,76,49,81,46,50,46,78,54,46,60,27,62,63,48,13,51
12,242,74,0.04328348399940296,108,234,55,76,68,50,54,64,41,27,49,42,71,36,74,50,43,49,70,58,46,57,26,55,54,48,19,53
12,326,74,0.09292048700081068,108,308,58,84,73,47,60,66,44,25,55,43,75,46,74,36,39,48,71,54,37,58,24,57,61,40,20,50
12,410,70,0.03148170699932962,108,378,65,84,76,51,57,69,39,24,54,33,74,41,70,39,40,43,68,49,46,43,26,56,65,47,5,46
13,497,45,0.0937905810023949,108,423,64,81,62,44,62,65,45,36,54,34,75,46,87,45,46,52,66,45,38,50,26,51,54,46,1,48
1,587,90,0.24131438900076319,108,513,59,90,71,48,65,64,42,22,52,37,74,42,78,42,50,45,70,55,50,45,21,56,50,44,5,40
1,667,80,0.13852555099947494,108,593,54,80,69,44,72,63,42,29,47,35,73,51,77,42,44,59,70,55,44,55,27,53,47,49,7,40
1,758,91,0.13149354699999094,108,684,60,91,65,49,67,74,40,30,46,37,69,44,70,40,31,50,65,50,42,55,22,60,47,54,1,37
1,848,90,0.09293336399787222,108,774,56,90,55,52,64,67,39,27,59,33,65,45,67,43,28,61,62,45,44,65,27,60,51,43,6,41
1,930,82,0.16064004500003648,108,856,55,82,49,46,58,61,37,32,56,29,73,50,63,51,27,63,60,51,53,57,20,65,54,64,11,43
1,1024,94,0.10495219199947314,108,950,50,94,59,51,63,66,33,28,51,35,64,53,65,43,38,53,66,49,54,65,34,64,39,51,13,40
1,1108,84,0.07597231199906673,108,1034,57,84,56,53,69,58,33,26,57,41,58,53,67,49,32,51,67,54,43,56,27,66,48,47,6,36
1,1199,91,0.05796284099778859,108,1125,56,91,52,43,65,58,37,28,55,47,55,49,72,50,33,57,68,61,53,56,27,62,44,52,1,43
1,1288,89,0.25194566099889926,108,1214,60,89,54,54,66,57,44,26,57,44,60,42,69,46,36,58,65,49,58,57,30,59,45,50,7,40
1,1380,92,0.00548836400048458,108,1306,52,92,53,47,62,64,41,36,62,36,58,56,78,46,38,59,63,46,43,49,39,49,51,57,12,40
1,1463,83,0.2182008150011825,108,1389,53,83,62,52,58,63,41,34,55,47,68,59,66,53,32,66,72,50,46,53,34,58,48,56,16,33
1,1551,88,0.08906890299840597,108,1477,44,88,57,46,69,62,50,33,66,46,65,51,72,55,29,58,66,48,47,54,37,56,50,51,17,35
1,1642,91,0.009829818998696283,108,1568,55,91,52,49,62,65,43,35,61,45,57,59,73,50,29,62,76,44,48,60,36,55,46,59,7,36
1,1728,86,0.022298503001366043,108,1654,42,86,45,44,69,59,44,29,54,39,64,62,76,53,34,62,70,51,58,50,39,61,43,56,6,39
1,1813,85,0.21040399000048637,108,1739,55,85,47,46,66,56,49,27,49,46,62,56,78,50,30,64,70,42,43,51,52,49,44,55,10,41
1,1900,87,0.08375727599923266,108,1826,49,87,57,51,56,54,44,35,54,47,72,50,68,48,35,67,71,43,49,40,46,52,46,59,2,38
1,1992,92,0.06804978299987852,108,1918,50,92,61,52,57,50,53,34,61,47,59,53,69,52,40,60,63,33,56,44,51,53,38,51,1,42
1,2080,88,0.01868325699979323,108,2006,61,88,50,59,65,66,49,38,57,58,65,46,64,45,36,59,56,46,44,47,44,53,41,52,12,36
1,2162,82,0.07135352600016631,108,2088,61,82,57,55,68,58,47,31,69,58,64,49,65,44,38,63,58,44,53,51,52,46,39,58,5,32
1,2248,86,0.027782740999100497,108,2174,71,86,60,49,57,58,52,37,68,55,72,42,71,50,34,63,68,43,54,59,47,48,42,58,12,34
1,2334,86,0.072123838999687,108,2260,74,86,59,48,55,57,54,45,67,50,67,47,63,68,38,61,63,43,50,55,50,51,51,50,9,44
1,2418,84,0.39363305699953344,108,2344,73,84,52,48,57,58,56,43,69,53,67,55,49,51,38,55,54,42,41,57,53,42,50,48,17,39
1,2509,91,0.03024235999691882,108,2435,74,91,57,48,53,63,56,39,65,46,59,53,54,54,45,57,60,41,45,44,47,34,48,51,12,33
1,2594,85,0.18557781799972872,108,2520,77,85,53,53,56,61,54,52,68,40,71,52,57,52,35,62,56,41,47,51,46,45,40,47,23,46
1,2679,85,0.04909671100176638,108,2605,81,85,60,38,52,64,50,43,74,57,66,47,57,57,33,47,61,39,38,50,41,39,44,54,21,42
1,2774,95,0.08669034899867256,108,2700,85,95,62,46,54,59,57,47,85,52,71,58,63,54,28,53,74,44,49,55,40,39,39,55,22,37
1,2859,85,0.012321605001488933,108,2785,80,85,65,42,47,64,56,41,79,36,58,58,58,51,37,51,75,42,57,52,39,45,34,56,17,50
1,2944,85,0.003846925999823725,108,2870,85,85,60,40,43,57,54,39,83,40,58,57,68,54,37,53,72,51,53,54,45,39,44,52,22,43
1,3028,84,0.0668277280019538,108,2954,83,84,57,41,57,56,57,41,69,40,56,58,61,50,35,50,60,41,52,53,47,45,42,60,3,46
1,3112,84,0.05753188800008502,108,3038,81,84,63,37,55,57,54,45,80,43,51,64,65,47,29,53,61,49,51,60,52,43,36,62,15,42
1,3193,79,0.035561682998377364,108,3117,81,79,67,37,63,65,60,41,74,39,51,54,68,54,43,58,50,55,53,51,54,43,42,60,13,51
1,3278,76,0.4742129209989798,108,3193,85,76,62,34,59,63,54,46,75,38,44,56,61,45,36,47,56,52,49,59,45,38,42,58,16,45
1,3359,81,0.061566044998471625,108,3274,81,81,62,28,58,59,62,44,75,41,49,53,54,41,46,55,50,50,56,67,41,41,44,60,9,49
1,3440,75,0.09541860899844323,108,3349,81,75,70,29,59,66,62,45,68,43,48,60,66,46,27,60,66,56,55,68,43,43,47,59,1,48
1,3523,77,0.10536000600041007,108,3426,83,77,55,31,48,59,60,45,68,40,50,65,63,36,35,53,54,65,52,68,50,45,53,56,5,43
