choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7
7,70,57,0.890364466002211,108,57,58,50,42,49,70,12,64,57
2,141,49,0.830144958999881,108,106,60,37,49,41,71,19,68,52
3,221,50,0.9741709779991652,108,156,61,48,45,50,72,20,80,62
0,292,55,0.23636836600053357,108,211,55,38,48,49,62,19,71,51
5,362,23,0.41489610300050117,108,234,51,36,43,46,68,23,70,55
6,435,73,0.24941834000128438,108,307,47,34,47,44,60,22,73,54
6,502,63,0.3220282430011139,108,370,44,28,50,44,67,14,63,58
6,577,75,0.03762030400321237,108,445,48,25,55,42,57,22,75,51
6,638,61,0.6311311700010265,108,506,41,28,48,43,58,18,61,57
6,706,68,0.0020634469983633608,108,574,43,37,49,35,66,24,68,56
6,775,69,0.5714752959975158,108,643,40,35,54,55,64,23,69,59
6,847,65,0.08256210000035935,108,708,41,37,41,37,72,19,65,63
6,917,70,0.12668926900005317,108,778,45,31,40,43,61,16,70,52
6,984,67,0.053732118001789786,108,845,43,39,48,47,63,22,67,53
4,1042,55,0.06364015600047424,108,900,43,34,46,50,55,18,58,55
3,1104,50,0.46227819900013856,108,950,32,38,42,50,55,25,62,52
2,1171,59,0.5385124130007171,108,1009,44,39,59,46,57,22,67,52
2,1237,62,0.066469920999225,108,1071,38,36,62,47,52,43,66,49
2,1300,59,0.22585329900175566,108,1130,32,33,59,55,58,29,63,58
6,1369,69,0.17630695999832824,108,1199,44,25,51,50,53,34,69,42
6,1427,58,0.038174725999851944,108,1257,42,30,47,43,55,40,58,44
6,1484,57,0.11056954900050187,108,1314,46,35,41,48,52,32,57,37
6,1542,58,1.8287985479983035,108,1372,40,24,45,49,52,41,58,39
6,1604,58,1.0961286710007698,108,1430,38,29,55,41,62,48,58,38
6,1665,61,0.9350961519994598,108,1491,43,37,58,44,54,48,61,49
6,1725,59,0.2659442360018147,108,1550,45,32,54,56,60,44,59,39
1,1790,32,0.785274527999718,108,1582,38,32,55,48,60,41,65,46
0,1855,45,0.12577566300024046,108,1627,45,41,53,55,65,40,64,49
2,1924,55,0.2801180399983423,108,1682,37,25,55,57,60,30,69,46
2,1992,63,0.10055258799911826,108,1745,39,32,63,68,56,36,67,50
2,2055,52,0.5688092249984038,108,1797,41,23,52,55,63,40,60,46
2,2121,59,0.9055491610015451,108,1856,38,20,59,59,57,32,66,43
6,2179,51,0.3364934479977819,108,1907,32,32,50,56,58,46,51,48
6,2245,57,0.2341533780017926,108,1964,38,26,47,66,64,42,57,52
6,2310,56,0.36389887499899487,108,2020,38,24,46,65,64,41,56,47
6,2372,57,0.29957119100072305,108,2077,35,26,56,61,62,39,57,48
7,2435,51,0.19087720600145985,108,2128,38,11,56,63,63,42,53,51
7,2493,49,0.08566849600174464,108,2177,34,18,51,58,53,43,56,49
3,2550,52,0.11140803699890967,108,2229,36,22,57,52,50,46,55,46
3,2611,55,0.036787611003092024,108,2284,42,19,61,55,60,41,57,45
3,2672,61,0.683165280999674,108,2345,34,23,52,61,52,40,46,37
3,2739,54,0.0023902590000943746,108,2399,32,18,67,54,63,34,51,48
4,2798,53,1.2705938159997459,108,2452,30,15,56,59,53,37,51,49
6,2856,58,0.7748063239996554,108,2510,25,14,55,54,55,34,58,49
6,2920,57,0.048354539001593366,108,2567,28,17,57,64,53,37,57,51
6,2981,61,0.038973169001110364,108,2628,25,9,61,53,55,47,61,41
6,3040,59,0.02226466799766058,108,2687,22,16,57,50,55,51,59,44
6,3107,47,0.046224693996919086,108,2734,25,11,67,51,46,37,47,40
7,3172,37,0.37961957399966195,108,2771,34,10,65,60,51,41,50,37
1,3239,14,0.8642826190007327,108,2785,33,14,67,64,54,47,55,39
0,3310,36,0.7048617460022797,108,2821,36,8,71,53,56,42,51,47
2,3376,66,0.35172811600205023,108,2887,38,17,66,57,54,32,50,43
2,3445,69,0.14384173700091196,108,2956,40,9,69,60,54,31,46,32
2,3510,65,0.04323805300009553,108,3021,49,7,65,57,54,46,50,36
2,3582,72,0.05162090700105182,108,3093,49,12,72,60,58,44,62,38
2,3645,63,0.02348506099951919,108,3156,48,19,63,53,51,44,58,46
2,3713,68,0.046975657998700626,108,3224,49,20,68,54,58,42,62,49
2,3775,60,0.476901165999152,108,3284,49,17,60,55,62,49,53,55
2,3841,66,0.024872726000467082,108,3350,40,7,66,58,53,50,51,44
2,3903,62,0.2803101149984286,108,3412,50,9,62,57,50,46,50,45
2,3970,67,0.07231987300110632,108,3479,50,1,67,56,46,38,51,48
2,4037,67,0.015161133000219706,108,3546,46,15,67,55,48,38,41,38
2,4104,67,0.38237450199812884,108,3613,48,19,67,34,60,42,47,52
2,4165,61,0.02190052699734224,108,3674,44,14,61,44,56,39,52,42
2,4220,53,0.3051883619991713,108,3727,37,6,53,46,55,45,50,49
2,4279,59,0.03951454700290924,108,3786,38,14,59,42,54,48,49,47
2,4335,56,0.16370992800148088,108,3842,45,17,56,35,50,47,37,42
2,4396,61,0.09415087999877869,108,3903,41,16,61,41,57,45,49,46
2,4461,58,0.044514156001241645,108,3961,46,15,58,49,65,42,44,53
2,4528,62,0.027284494000923587,108,4023,44,20,62,40,67,44,55,48
2,4596,63,0.045580746002087835,108,4086,43,18,63,45,68,51,48,58
2,4659,63,0.32846345600046334,108,4149,52,16,63,47,59,50,45,49
2,4725,59,0.29662225499851047,108,4208,49,16,59,53,66,49,58,59
2,4791,57,0.44758701200044015,108,4265,49,16,57,62,66,43,55,57
6,4860,54,0.058738016999996034,108,4319,49,13,58,57,69,44,54,62
6,4926,59,0.20730830999673344,108,4378,58,17,54,54,66,45,59,57
6,4997,52,0.08904670099946088,108,4430,49,16,63,50,71,50,52,49
5,5065,55,0.29656545800025924,108,4485,45,17,65,56,68,55,63,56
5,5130,58,0.2194954010010406,108,4543,52,21,59,57,65,58,57,63
