choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
20,75,34,0.44137795083224773,114,34,63,5,68,65,49,47,55,41,63,51,46,46,43,19,71,75,47,43,61,52,34,27,69,37,53,60
8,149,71,0.03942570660728961,114,105,48,6,62,61,55,48,56,35,71,51,49,50,57,22,67,74,42,41,57,59,40,35,69,34,55,56
14,221,72,0.18925606459379196,114,177,64,23,61,67,61,48,62,29,64,50,51,52,54,19,72,64,40,38,59,64,38,33,65,37,53,51
15,292,69,0.1877897372469306,114,246,61,27,71,70,55,44,53,39,61,52,53,54,43,13,60,69,39,32,51,62,37,32,69,30,49,58
14,365,68,0.028090631938539445,114,314,59,19,71,70,73,46,59,32,53,47,61,43,57,25,68,73,44,34,58,62,30,33,73,34,50,53
8,438,60,0.06776339327916503,114,374,54,26,63,69,73,44,56,37,60,54,55,42,48,24,62,72,43,38,62,65,40,49,66,30,39,56
8,505,61,0.040006221272051334,114,435,59,32,62,56,61,48,62,29,61,52,62,40,58,36,65,67,41,39,57,66,35,39,61,39,46,51
14,583,58,0.047673877561464906,114,493,58,37,62,63,75,50,61,33,54,43,64,37,54,30,58,78,43,31,63,54,28,41,57,38,40,59
14,649,65,0.1684855482308194,114,558,62,27,61,61,64,39,60,35,49,40,66,40,53,16,65,66,45,43,52,59,32,44,62,37,39,63
14,722,65,0.007910230779089034,114,623,58,35,65,66,73,41,60,28,52,43,67,44,44,25,65,66,41,49,50,71,17,48,61,35,33,67
14,811,63,0.16066428273916245,114,686,54,42,59,59,89,43,61,26,56,39,54,38,55,23,63,59,39,39,57,67,25,36,61,38,40,58
8,886,56,0.1834016360808164,114,742,48,35,54,59,75,41,51,36,56,41,63,38,48,21,72,51,44,49,46,72,29,40,66,39,38,52
8,964,47,0.04905764001887292,114,789,51,36,58,66,78,35,53,24,47,39,68,41,45,19,66,59,46,39,47,67,31,46,67,31,41,47
14,1043,65,0.06703310983721167,114,854,50,39,58,57,79,37,59,33,52,40,70,35,40,17,65,55,47,43,51,75,18,36,63,27,34,45
11,1121,27,0.051798923057504,114,881,58,28,50,73,78,40,61,34,52,39,61,27,39,15,61,50,44,37,52,65,27,33,63,30,40,51
10,1196,65,0.23272745194844902,114,946,51,41,59,59,75,31,69,31,51,45,65,33,46,31,59,48,44,39,45,64,28,28,70,32,40,56
9,1267,34,0.031559638446196914,114,980,53,33,65,53,71,40,62,30,50,34,63,32,39,31,60,46,50,42,48,70,31,38,69,24,38,54
14,1347,55,0.14886582049075514,114,1035,42,37,62,60,80,40,55,36,53,35,79,34,35,52,55,49,52,37,47,80,28,31,71,25,41,62
10,1424,77,0.2238878858042881,114,1112,59,48,67,75,71,41,58,29,44,30,77,32,48,34,61,47,48,40,49,66,32,30,74,21,47,44
