choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,91,37,0.34504517703317106,114,37,37,51,33,1,63,61,71,30,63,57,52,76,27,9,67,33,39,52,63,63,91,47,60,55,39,51
18,182,46,0.21927193098235875,114,83,32,51,40,1,60,67,68,31,70,37,56,79,25,17,60,37,41,57,46,59,91,47,64,48,28,54
3,269,1,0.03813282970804721,114,84,48,56,46,1,58,59,75,37,67,41,56,72,15,23,65,28,33,56,55,56,87,42,57,47,30,47
5,356,67,0.08084769197739661,114,151,49,43,36,1,56,67,72,29,69,50,60,77,25,21,59,39,37,54,59,56,87,42,69,42,25,56
6,436,63,0.08282476966269314,114,214,43,51,36,4,58,58,63,27,67,49,52,65,18,18,63,32,26,50,64,52,80,42,60,47,21,51
5,519,69,0.3372207114007324,114,283,46,45,32,1,57,69,67,28,63,44,52,64,23,27,68,43,31,53,52,54,83,42,64,51,23,58
7,602,28,0.053075799136422575,114,311,42,54,43,1,54,70,76,28,58,36,58,66,23,22,72,33,24,53,54,55,83,42,63,34,32,52
5,681,65,0.16405328444670886,114,376,44,52,37,9,51,65,70,27,66,43,63,74,23,26,62,36,25,53,61,63,79,43,65,42,30,57
5,762,67,0.13931837223935872,114,443,56,54,24,1,52,67,72,25,70,43,61,65,23,28,65,36,30,58,74,62,81,49,61,38,32,50
5,845,76,0.049629193963482976,114,519,54,45,38,1,50,76,75,29,70,43,57,57,17,27,65,32,25,53,69,57,83,46,64,50,23,59
5,931,63,0.16306378552690148,114,582,57,55,47,1,49,63,80,18,55,33,61,55,21,23,64,26,27,59,62,50,86,43,65,47,36,56
5,1011,66,0.03920105320867151,114,648,59,60,33,7,51,66,60,19,57,42,50,62,30,30,60,30,31,55,64,52,80,46,60,51,40,63
5,1094,60,0.18107573769520968,114,708,48,59,41,20,46,60,69,22,61,33,49,72,25,35,56,39,27,55,61,51,83,34,57,53,41,56
7,1177,13,0.010234849178232253,114,721,55,56,40,10,43,63,77,13,60,33,49,64,19,40,55,37,33,50,72,49,83,38,55,46,48,63
9,1263,31,0.1501689380966127,114,752,60,50,40,22,47,69,78,15,73,31,64,72,28,36,51,41,32,55,58,51,86,44,58,41,51,58
10,1357,52,0.008197607821784914,114,804,58,60,33,13,42,64,68,19,60,31,52,66,16,38,55,47,25,54,58,48,94,41,55,36,46,59
11,1439,58,0.5513358555035666,114,862,61,58,48,14,37,72,82,4,55,31,47,58,15,46,54,45,33,49,57,50,82,36,43,38,50,50
12,1520,20,0.12308700615540147,114,882,53,57,31,29,40,72,71,18,50,25,44,60,20,57,63,47,37,37,64,55,81,42,41,40,45,55
5,1595,63,0.18622292391955853,114,945,60,59,42,24,38,63,75,9,57,25,53,62,15,45,46,44,39,43,47,52,67,43,52,40,48,50
5,1671,70,0.024512178963050246,114,1015,64,63,37,28,36,70,76,8,57,18,50,72,15,54,44,49,48,46,54,56,74,46,49,38,50,62
5,1750,79,0.15732968435622752,114,1094,52,65,45,21,44,79,77,19,59,21,44,73,15,54,43,41,48,59,52,63,66,44,55,40,44,60
5,1824,65,0.24125339940655977,114,1159,51,69,45,31,39,65,74,22,64,24,42,72,24,51,48,52,40,47,50,62,74,49,52,37,34,58
5,1901,70,0.1581726144067943,114,1229,41,67,40,32,38,70,77,18,53,24,43,66,23,43,48,59,49,54,47,60,76,42,42,42,39,60
5,1976,62,0.04092915612272918,114,1291,41,61,38,41,46,62,75,14,59,26,47,65,15,44,55,51,41,59,54,58,71,49,52,41,39,68
5,2051,75,0.13778740109410137,114,1366,44,71,36,29,47,75,71,20,55,23,46,62,11,37,50,46,45,59,58,60,74,47,51,53,48,74
5,2124,68,0.38530293316580355,114,1434,36,60,33,33,35,68,71,20,66,29,40,58,18,34,45,52,47,59,51,61,73,58,47,44,41,64
1,2196,71,0.2457189451670274,114,1505,40,71,42,35,45,67,69,23,61,37,43,72,15,45,49,47,54,60,59,57,68,58,48,54,43,66
1,2268,64,0.08971670002210885,114,1569,41,64,34,27,49,61,72,30,58,38,46,65,16,44,54,50,49,50,50,46,66,59,51,44,33,66
1,2341,69,0.11694392061326653,114,1638,45,69,42,17,41,61,72,24,59,40,44,65,18,33,55,56,45,53,56,53,57,49,45,59,46,73
1,2416,63,0.10206367482896894,114,1701,41,63,38,27,45,56,75,24,54,36,47,65,14,28,68,53,44,59,57,53,60,45,44,46,33,58
1,2495,79,0.09095005330163985,114,1780,50,79,43,23,47,60,71,23,68,48,47,68,21,40,64,59,46,51,50,47,47,42,60,50,42,70
1,2561,61,0.07394104090053588,114,1841,49,61,47,33,40,57,66,28,58,39,40,57,18,33,60,58,44,57,49,58,65,44,45,43,40,63
5,2630,54,0.09188578894827515,114,1895,49,64,44,27,43,54,61,17,61,41,37,55,18,41,55,53,45,55,57,59,69,45,45,42,47,64
1,2699,69,0.03662361984606832,114,1964,49,69,41,27,44,49,59,20,61,47,35,61,14,44,65,57,38,60,53,56,64,54,45,44,41,64
1,2775,64,0.04099443997256458,114,2028,42,64,31,25,48,55,76,37,63,49,34,55,15,42,61,53,36,61,53,56,64,48,42,39,41,60
1,2847,61,0.006199409021064639,114,2089,52,61,40,28,47,47,70,14,58,54,31,57,25,33,59,72,48,54,46,60,52,42,43,38,45,67
1,2920,58,0.017396875540725887,114,2147,34,58,42,17,39,39,63,19,49,49,40,58,14,42,63,64,50,52,52,50,71,47,46,37,35,73
1,2989,69,0.08853262942284346,114,2216,46,69,33,25,46,42,65,20,53,47,30,62,17,31,61,61,39,53,49,50,56,45,42,35,42,68
12,3058,25,0.003256513737142086,114,2241,36,61,38,28,45,51,69,12,52,51,26,57,25,42,68,55,40,54,52,57,65,57,40,43,37,62
1,3129,63,0.07152041688095778,114,2304,42,63,42,24,43,51,70,20,50,46,32,69,31,32,65,66,36,55,53,54,68,45,40,30,47,71
1,3201,50,0.03678298927843571,114,2354,42,50,39,16,34,44,72,11,51,49,35,66,26,33,68,57,45,47,52,49,55,51,36,36,36,65
