choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,90,54,0.7772373012267053,114,54,54,28,90,62
1,168,27,0.08630401676055044,114,81,64,27,78,64
2,251,83,0.023698050528764725,114,164,64,27,83,58
3,332,75,0.150239342241548,114,239,61,40,81,75
2,410,78,0.17184126796200871,114,317,52,38,78,70
3,491,67,0.06558534363284707,114,384,57,38,81,67
2,564,73,0.18199931259732693,114,457,53,33,73,55
0,644,45,0.08010588795877993,114,502,45,39,80,62
2,716,72,0.07811344927176833,114,574,56,44,72,63
2,791,75,0.038342762156389654,114,649,51,37,75,58
2,865,74,0.05628302996046841,114,723,51,26,74,64
2,939,74,0.016213444992899895,114,797,58,35,74,64
3,1026,75,0.0927344795782119,114,872,57,36,87,75
2,1114,88,0.06975967204198241,114,960,54,32,88,63
3,1200,64,0.15957621799316257,114,1024,55,42,86,64
2,1271,71,0.03816995187662542,114,1095,51,33,71,68
2,1342,63,0.10359336587134749,114,1158,54,45,63,71
2,1413,71,0.14369943307247013,114,1229,49,34,71,69
0,1486,56,0.11825023824349046,114,1285,56,40,68,73
2,1568,82,0.018263487028889358,114,1367,42,38,82,73
3,1656,67,0.10657338320743293,114,1434,47,28,88,67
2,1728,68,0.045669278246350586,114,1502,56,43,68,72
2,1809,81,0.13825014873873442,114,1583,54,30,81,69
2,1877,64,0.12840892293024808,114,1647,50,24,64,68
2,1950,73,0.11187929904554039,114,1720,64,25,73,62
2,2022,72,0.11279135337099433,114,1792,56,30,72,60
3,2085,62,0.2631254212465137,114,1854,56,29,63,62
2,2153,68,0.10619512072298676,114,1922,59,40,68,65
0,2224,41,1.139277409762144,114,1963,41,37,67,71
2,2294,63,0.19839324825443327,114,2026,49,30,63,70
2,2366,68,0.06722384120803326,114,2094,50,42,68,72
1,2433,37,0.030595101066865027,114,2131,57,37,67,66
2,2503,70,0.06749713746830821,114,2201,59,38,70,67
2,2577,70,0.09272231883369386,114,2271,51,44,70,74
3,2649,70,0.15532252483535558,114,2341,54,41,72,70
3,2733,84,0.06679181545041502,114,2425,59,36,68,84
3,2802,69,0.17819748632609844,114,2494,64,31,67,69
3,2871,68,0.1503347079269588,114,2562,58,41,69,68
3,2949,73,0.213260053191334,114,2635,62,31,78,73
3,3023,74,0.10807619267143309,114,2709,67,41,66,74
3,3101,78,0.16953201056458056,114,2787,57,42,67,78
2,3170,69,0.2321040548849851,114,2856,64,35,69,69
3,3240,58,0.015266828704625368,114,2914,56,42,70,58
2,3305,63,0.10565556865185499,114,2977,60,43,63,65
2,3372,58,0.06611785537097603,114,3035,58,45,58,67
0,3443,52,0.2991877276217565,114,3087,52,44,71,59
2,3505,56,0.14747437776532024,114,3143,60,54,56,62
2,3567,62,0.2354047312401235,114,3205,60,43,62,61
3,3632,63,0.3616644062567502,114,3268,52,46,65,63
3,3699,67,0.007384119555354118,114,3335,46,52,62,67
2,3761,62,0.12630959786474705,114,3397,51,48,62,56
2,3834,73,0.0181738818064332,114,3470,50,46,73,62
0,3902,60,0.27009479608386755,114,3530,60,45,68,58
0,3977,47,0.08932243648450822,114,3577,47,47,75,58
0,4042,50,0.1277439232217148,114,3627,50,50,65,55
2,4104,62,0.12768375978339463,114,3689,43,50,62,55
3,4165,61,0.2056576806353405,114,3750,44,50,55,61
2,4226,61,0.11588529753498733,114,3811,49,43,61,59
3,4288,62,0.17439181974623352,114,3873,50,37,52,62
3,4364,76,0.1000206732423976,114,3949,55,40,60,76
3,4435,71,0.1546581651782617,114,4020,50,51,57,71
2,4503,64,0.18687320267781615,114,4084,49,52,64,68
3,4569,66,0.16936048038769513,114,4150,53,44,62,66
