choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,62,38,0.6999436798505485,111,38,38,45,45,62
1,126,41,0.14543901104480028,111,79,47,41,58,64
2,192,57,0.05264737689867616,111,136,48,49,57,66
3,260,68,0.06257128017023206,111,204,51,49,57,68
3,325,65,0.06579114124178886,111,269,48,33,42,65
3,401,76,0.11476553464308381,111,345,52,41,58,76
3,472,71,0.06370408786460757,111,416,50,33,63,71
3,545,73,0.07293934701010585,111,489,49,43,62,73
3,614,69,0.11518473690375686,111,558,36,45,64,69
3,683,69,0.07818162022158504,111,627,36,48,68,69
3,754,71,0.029408827889710665,111,698,36,50,65,71
3,830,70,0.46234151907265186,111,768,47,43,76,70
2,902,68,0.19774590525776148,111,836,47,47,68,72
3,969,67,0.0476566250436008,111,903,52,36,66,67
3,1041,68,0.24555741157382727,111,971,53,40,72,68
2,1109,65,0.10684804385527968,111,1036,62,48,65,68
3,1187,78,0.024114074185490608,111,1114,47,51,66,78
3,1258,71,0.18566710827872157,111,1185,47,55,66,71
3,1332,74,0.038125043734908104,111,1259,52,47,60,74
3,1404,72,0.09802622720599174,111,1331,40,56,66,72
3,1470,66,0.06349352607503533,111,1397,39,60,63,66
3,1530,60,0.042683152947574854,111,1457,44,49,59,60
3,1597,67,0.5367234353907406,111,1524,44,53,49,67
2,1657,59,0.10318978084251285,111,1583,41,55,59,60
2,1715,53,0.12480911845341325,111,1636,46,58,53,56
3,1771,56,0.05904229776933789,111,1692,42,46,55,56
3,1836,65,0.1291093067266047,111,1757,43,41,53,65
3,1898,62,0.20059392368420959,111,1819,42,48,51,62
3,1958,60,0.18940985202789307,111,1879,36,55,53,60
3,2019,56,0.20310338027775288,111,1935,41,56,61,56
1,2082,63,0.08579190913587809,111,1998,47,63,57,54
1,2140,55,0.0372232785448432,111,2053,35,55,58,51
3,2204,60,0.13925977144390345,111,2113,52,64,64,60
1,2278,74,0.15716260578483343,111,2187,50,74,65,62
1,2348,66,0.10821957280859351,111,2253,51,66,70,55
1,2417,66,0.13016083277761936,111,2319,47,66,69,52
3,2486,60,0.11654602596536279,111,2379,58,69,65,60
3,2558,54,0.1006406438536942,111,2433,43,69,72,54
1,2626,68,0.05920933885499835,111,2501,36,68,68,59
1,2692,64,0.08821816463023424,111,2565,47,64,66,55
1,2761,59,0.13385877665132284,111,2624,41,59,69,52
0,2838,43,0.11234119907021523,111,2667,43,59,77,52
1,2904,53,0.06079142913222313,111,2720,42,53,66,49
1,2977,46,0.030115392990410328,111,2766,51,46,73,56
3,3046,68,0.09053049935027957,111,2834,50,45,69,68
3,3115,55,0.11268552113324404,111,2889,44,52,69,55
3,3182,67,0.034955743700265884,111,2956,48,44,61,67
3,3248,59,0.04800670687109232,111,3015,40,56,66,59
2,3316,68,0.07912178663536906,111,3083,52,44,68,61
2,3378,62,0.07440111599862576,111,3145,42,45,62,55
2,3447,69,0.06904876185581088,111,3214,43,50,69,68
3,3524,66,0.041655946522951126,111,3280,51,44,77,66
2,3594,70,0.05794725101441145,111,3350,43,46,70,68
2,3664,65,0.08846392622217536,111,3415,55,51,65,70
2,3733,67,0.01630538422614336,111,3482,53,47,67,69
3,3808,69,0.130543555598706,111,3551,54,54,75,69
2,3872,64,0.543936281464994,111,3615,52,43,64,64
3,3943,64,0.14644381729885936,111,3679,58,43,71,64
3,4010,59,0.12119693541899323,111,3738,60,37,67,59
1,4077,37,0.03713623760268092,111,3775,66,37,67,63
0,4150,64,0.08380917645990849,111,3839,64,32,73,65
2,4216,66,0.098219508305192,111,3905,64,35,66,57
2,4285,66,0.06341544585302472,111,3971,58,42,66,69
0,4351,63,0.08011891273781657,111,4034,63,30,62,66
2,4422,71,0.08495158376172185,111,4105,66,31,71,62
3,4502,73,0.1545001887716353,111,4178,57,22,80,73
2,4574,69,0.023474070243537426,111,4247,72,24,69,71
3,4648,68,0.11902028182521462,111,4315,72,24,74,68
3,4725,73,0.046727979090064764,111,4388,63,16,77,73
3,4797,72,0.14938399568200111,111,4460,54,9,69,72
3,4868,71,0.12930514756590128,111,4531,63,14,64,71
3,4936,67,0.017688433174043894,111,4598,59,11,68,67
3,5010,72,0.3812081995420158,111,4670,60,18,74,72
3,5079,66,0.17600240604951978,111,4736,66,20,69,66
2,5158,77,0.03880984801799059,111,4813,79,17,77,67
2,5233,75,0.02134605683386326,111,4888,75,21,75,65
2,5309,71,0.07184174004942179,111,4959,76,12,71,52
2,5385,72,0.00729028694331646,111,5031,76,22,72,53
2,5456,70,0.08389365719631314,111,5101,71,17,70,59
2,5525,69,0.04743454325944185,111,5170,63,20,69,56
3,5587,52,0.4503523223102093,111,5222,62,21,61,52
2,5654,67,0.049618877936154604,111,5289,65,29,67,43
0,5727,61,0.16184423584491014,111,5350,61,19,73,48
2,5797,70,0.009811902418732643,111,5420,67,13,70,41
0,5864,61,0.05647524166852236,111,5481,61,30,67,50
2,5949,85,0.0069101243279874325,111,5566,66,21,85,48
2,6033,84,0.0448226872831583,111,5650,65,24,84,53
2,6102,69,0.09326587663963437,111,5719,60,21,69,47
2,6174,72,0.0746494373306632,111,5791,67,22,72,39
2,6242,68,0.025028000120073557,111,5859,62,40,68,37
2,6314,72,0.07783089810982347,111,5931,60,35,72,42
2,6373,56,0.08523830538615584,111,5987,59,38,56,37
2,6433,58,0.06373672792688012,111,6045,60,47,58,45
2,6491,58,0.06962092546746135,111,6103,58,41,58,29
1,6564,38,0.07927154703065753,111,6141,65,38,73,46
3,6632,36,0.05852837488055229,111,6177,66,39,68,36
2,6697,65,0.03041427442803979,111,6242,62,44,65,28
0,6767,56,0.12126157619059086,111,6298,56,42,70,34
2,6840,73,0.3519356921315193,111,6371,59,46,73,40
2,6902,62,0.4147220142185688,111,6433,56,52,62,45
2,6962,57,0.1172186704352498,111,6490,60,48,57,34
2,7024,62,0.09388092067092657,111,6552,52,48,62,38
2,7083,59,0.057883250527083874,111,6611,55,45,59,34
0,7141,50,0.10559427598491311,111,6661,50,47,58,24
2,7197,55,0.06144039332866669,111,6716,56,43,55,40
3,7251,46,0.032460367772728205,111,6762,54,47,52,46
2,7311,60,0.42711825342848897,111,6822,47,49,60,38
1,7370,59,0.12860498344525695,111,6881,45,59,49,44
2,7425,54,0.03911833046004176,111,6935,43,55,54,33
2,7485,59,0.08768312120810151,111,6994,38,60,59,38
1,7539,54,0.08028275379911065,111,7048,35,54,50,51
3,7594,55,0.060751748736947775,111,7103,46,54,53,55
3,7650,55,0.14822942856699228,111,7158,37,56,49,55
3,7711,48,0.1379349627532065,111,7206,45,61,50,48
2,7763,48,0.08293301099911332,111,7254,41,52,48,44
1,7815,49,0.10383426444604993,111,7303,46,49,51,52
0,7870,43,0.03473430220037699,111,7346,43,55,44,50
1,7923,53,0.014878175221383572,111,7399,51,53,47,43
2,7982,40,0.12882194481790066,111,7439,48,59,40,43
1,8035,53,0.38151860190555453,111,7492,47,53,45,43
1,8083,48,0.15688548423349857,111,7540,44,48,42,46
3,8135,45,0.21307400381192565,111,7585,47,50,52,45
1,8189,53,0.08209268562495708,111,7638,48,53,50,54
1,8244,55,0.3515305696055293,111,7693,42,55,48,49
0,8300,38,0.04984991904348135,111,7731,38,56,51,49
1,8353,47,0.41697610868141055,111,7778,38,47,53,43
1,8415,62,0.0015750499442219734,111,7840,34,62,54,52
2,8479,64,0.09211386973038316,111,7904,42,53,64,54
2,8535,56,0.06784683465957642,111,7960,34,52,56,45
1,8587,52,0.07174573931843042,111,8012,34,52,49,49
2,8648,61,0.11587082128971815,111,8073,31,57,61,49
2,8706,58,0.14220379013568163,111,8131,42,55,58,45
2,8769,63,0.11760971276089549,111,8194,38,62,63,50
2,8831,62,0.05465570976957679,111,8256,38,57,62,54
2,8898,67,0.026960812509059906,111,8323,34,63,67,60
1,8973,57,0.10130816837772727,111,8380,34,57,75,61
2,9044,71,0.023991193156689405,111,8451,44,55,71,54
2,9119,75,0.028500022366642952,111,8526,44,59,75,50
2,9186,67,0.126869291998446,111,8593,41,58,67,50
2,9249,63,0.01659722626209259,111,8656,43,63,63,54
2,9321,72,0.1074746074154973,111,8728,43,54,72,44
2,9396,75,0.018906361423432827,111,8803,48,58,75,53
2,9465,69,0.012242638505995274,111,8872,42,64,69,56
2,9528,63,0.1277230572886765,111,8935,47,63,63,62
2,9588,56,0.08496630378067493,111,8991,53,60,56,55
2,9660,72,0.05303585948422551,111,9063,55,65,72,67
2,9724,56,0.4154068185016513,111,9119,49,64,56,60
2,9794,65,0.12279118550941348,111,9184,49,70,65,61
2,9867,59,0.017924594692885876,111,9243,42,73,59,73
3,9947,80,0.23150036204606295,111,9323,46,63,69,80
3,10026,79,0.08310965169221163,111,9402,50,63,62,79
3,10102,76,0.06864427914842963,111,9478,49,64,59,76
3,10179,77,0.02629584865644574,111,9555,47,67,65,77
3,10259,80,0.5048499507829547,111,9635,43,58,66,80
3,10328,69,0.09598653437569737,111,9704,53,63,62,69
1,10403,70,0.2097447025589645,111,9774,44,70,75,70
3,10475,72,0.007515568286180496,111,9846,42,71,62,72
3,10543,68,0.09740414377301931,111,9914,50,66,50,68
3,10611,67,0.0418805880472064,111,9981,45,68,52,67
2,10683,60,0.05948198027908802,111,10041,50,54,60,72
1,10752,53,0.04094554204493761,111,10094,50,53,57,69
3,10820,68,0.06382184848189354,111,10162,57,63,56,68
3,10887,66,0.0058112372644245625,111,10228,55,67,55,66
2,10955,57,0.4025632166303694,111,10285,51,68,57,63
3,11025,63,0.008375093806535006,111,10348,59,70,47,63
3,11091,66,0.19492412731051445,111,10414,55,66,50,66
3,11164,63,0.010368706658482552,111,10477,52,73,45,63
3,11238,64,0.003802903927862644,111,10541,61,74,52,64
3,11310,63,0.3685476388782263,111,10604,61,72,37,63
0,11395,49,0.3415951463393867,111,10653,49,85,40,61
3,11475,67,0.28680439526215196,111,10720,55,80,36,67
3,11565,63,0.018642679322510958,111,10783,55,90,39,63
2,11649,35,0.3194433245807886,111,10818,59,84,35,66
3,11749,60,0.35008864058181643,111,10878,55,100,36,60
1,11838,89,0.032274126540869474,111,10967,56,89,39,64
1,11920,82,0.11093894997611642,111,11049,66,82,34,67
1,12006,86,0.07889330480247736,111,11135,59,86,35,73
1,12088,78,0.3870955975726247,111,11213,56,78,32,82
1,12173,85,0.18443190027028322,111,11298,66,85,33,78
1,12258,82,0.10460930922999978,111,11380,64,82,36,85
1,12344,76,0.20248193573206663,111,11456,67,76,27,86
1,12432,83,0.3595075812190771,111,11539,63,83,32,88
1,12520,75,0.05093152588233352,111,11614,72,75,29,88
1,12605,76,0.10016064113005996,111,11690,73,76,26,85
1,12692,74,0.4327835696749389,111,11764,64,74,33,87
1,12781,83,0.022141581866890192,111,11847,67,83,28,89
1,12876,73,0.07546608289703727,111,11920,67,73,30,95
1,12974,71,0.0519606526941061,111,11991,68,71,30,98
1,13065,74,0.43673687521368265,111,12065,70,74,25,91
1,13165,58,0.09607933508232236,111,12123,74,58,23,100
2,13251,22,0.046427177265286446,111,12145,70,61,22,86
1,13349,62,0.34530525002628565,111,12207,74,62,25,98
1,13439,60,0.09151034569367766,111,12267,74,60,30,90
3,13535,96,0.13037907471880317,111,12363,62,56,26,96
3,13627,92,0.11173639493063092,111,12455,75,53,32,92
3,13724,97,0.1253902423195541,111,12552,71,62,24,97
3,13818,94,0.029289147350937128,111,12646,71,56,24,94
3,13913,95,0.43228116631507874,111,12741,65,55,27,95
3,14009,96,0.06463209353387356,111,12837,69,60,32,96
3,14093,84,0.05550819542258978,111,12921,70,52,16,84
