choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7
0,86,58,2.9772210441878997,112,58,58,61,82,55,52,44,63,86
0,173,65,0.19987621663312893,112,123,65,64,80,58,50,38,62,87
0,262,54,0.18011952070810366,112,177,54,68,81,62,54,43,55,89
0,356,58,0.22628994878323283,112,235,58,76,83,60,49,46,61,94
0,444,48,0.13028103433316574,112,283,48,68,76,51,52,46,67,88
1,530,71,0.4257789423572831,112,354,60,71,76,57,53,38,63,86
1,617,69,0.09028057349496521,112,423,58,69,78,64,57,34,64,87
1,701,71,0.06052264230675064,112,494,48,71,81,52,56,38,74,84
1,786,62,0.2890924067905871,112,556,51,62,84,55,63,42,70,85
1,871,67,0.11285599718394224,112,623,54,67,85,50,57,50,69,80
1,966,61,0.06696462573017925,112,684,56,61,95,50,59,39,69,74
1,1047,51,0.33279292783117853,112,735,58,51,81,51,55,36,74,77
1,1137,68,1.9582541552808834,112,803,54,68,82,59,62,32,72,90
1,1224,65,0.13347482442623004,112,868,65,65,87,48,62,38,58,80
1,1311,56,0.193193578888895,112,924,57,56,75,58,62,32,55,87
1,1392,63,0.2126027341146255,112,987,66,63,81,59,58,34,61,76
1,1473,59,0.2120062186004361,112,1046,62,59,81,55,66,30,60,77
1,1567,63,0.22053216607309878,112,1109,65,63,94,54,65,25,53,77
1,1654,63,0.16836970136500895,112,1172,68,63,87,54,62,29,61,77
1,1741,64,0.3497206553729484,112,1236,58,64,87,56,62,34,57,84
1,1822,57,0.11831936235830653,112,1293,64,57,81,43,61,31,58,75
1,1905,66,0.32097462441015523,112,1359,72,66,79,42,68,30,53,83
1,1991,64,0.21156395229627378,112,1423,72,64,86,42,73,23,56,74
1,2075,65,0.004038000348373316,112,1488,66,65,84,42,70,13,54,80
1,2160,58,0.11055250008939765,112,1546,61,58,75,55,71,19,55,85
1,2236,59,0.14118152312585153,112,1605,62,59,76,46,66,23,52,71
1,2309,66,0.08159909678215627,112,1671,64,66,73,45,72,14,43,68
1,2388,59,0.2806983071641298,112,1730,57,59,72,42,79,27,50,79
1,2474,55,0.5356690030166646,112,1785,54,55,84,40,71,15,53,86
2,2550,74,0.14633446982770693,112,1859,56,58,74,47,71,17,45,76
2,2636,86,0.09260647193877958,112,1945,58,62,86,45,74,26,51,73
2,2717,81,0.12589485326316208,112,2026,60,57,81,49,59,26,54,70
2,2798,81,0.22377587913069874,112,2107,57,48,81,49,67,27,42,67
2,2874,76,0.04612946561246645,112,2183,66,51,76,52,63,30,47,74
2,2958,81,0.013028615459916182,112,2264,70,50,81,46,68,32,46,84
2,3033,73,0.02203971179551445,112,2337,69,48,73,37,70,36,38,75
2,3110,68,0.2205993700772524,112,2405,69,56,68,38,71,33,46,77
2,3190,73,0.31107259503914975,112,2478,80,51,73,34,70,39,44,76
2,3267,74,0.09027033289021347,112,2552,77,49,74,38,68,40,41,70
2,3346,77,0.006810005332226865,112,2629,64,50,77,34,79,34,52,65
2,3426,80,0.31964142505603377,112,2709,62,42,80,30,63,39,47,73
2,3502,76,0.12494311662157997,112,2785,71,49,76,47,65,40,47,64
2,3583,81,0.12078158892109059,112,2866,65,41,81,39,71,36,55,68
2,3658,75,0.1274136636639014,112,2941,67,44,75,38,63,44,55,75
2,3729,71,0.26587438484421,112,3012,64,55,71,36,69,45,57,70
2,3814,85,0.26324382827442605,112,3097,59,48,85,36,72,45,56,73
2,3888,74,0.07338356779655442,112,3171,51,44,74,40,67,49,54,70
2,3970,79,0.023234022897668183,112,3250,61,48,79,32,82,47,60,75
2,4050,76,0.04329217674967367,112,3326,52,50,76,40,80,47,56,67
2,4134,84,0.635320374276489,112,3410,53,46,84,40,80,52,61,74
2,4217,83,0.22247340161993634,112,3493,50,48,83,45,77,53,51,66
2,4304,87,0.027094732664409094,112,3580,60,43,87,48,83,52,55,73
2,4395,91,0.21161451529769693,112,3671,51,43,91,45,84,42,66,62
2,4488,93,0.2537437428254634,112,3764,49,40,93,52,87,41,60,73
2,4576,87,0.016304330434650183,112,3851,51,41,87,46,88,42,47,56
2,4658,82,0.017304069944657385,112,3933,46,50,82,54,82,29,50,56
2,4756,98,0.4534823512803996,112,4031,48,37,98,45,90,44,50,59
2,4855,92,0.4365219817846082,112,4123,48,36,92,51,99,41,56,63
2,4955,100,0.07911702904675622,112,4223,49,42,100,49,87,43,50,56
2,5055,100,0.11851137380290311,112,4323,42,47,100,43,89,40,41,57
2,5155,100,0.032254079764243215,112,4423,51,45,100,47,84,41,34,49
2,5249,94,0.15345169344800524,112,4517,47,44,94,44,88,32,42,48
2,5349,100,0.06176175604923628,112,4617,49,43,100,47,95,30,42,49
2,5441,92,0.1536232236539945,112,4709,47,46,92,44,87,28,44,48
2,5538,97,0.12108240682573523,112,4806,51,47,97,46,94,20,45,44
2,5636,98,0.2622767307184404,112,4904,50,38,98,53,90,23,45,44
2,5736,100,0.3724522483535111,112,5004,46,47,100,52,88,30,45,44
2,5833,97,0.04384644974197727,112,5101,55,38,97,53,92,36,51,37
2,5925,92,0.0796168987872079,112,5193,47,38,92,41,73,27,42,41
2,6019,94,0.0987508376565529,112,5287,53,46,94,42,76,38,41,40
2,6119,100,0.08666499829269014,112,5387,41,52,100,44,80,31,39,36
2,6218,99,0.1756667756853858,112,5486,41,39,99,43,90,29,45,44
2,6309,91,0.24680316972080618,112,5577,47,45,91,42,85,35,51,45
2,6405,96,0.05441283865366131,112,5673,37,45,96,43,82,47,45,52
