choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3
0,90,54,1.1708626497420482,112,54,54,28,90,62
1,168,27,0.2198959681991255,112,81,64,27,78,64
2,251,83,0.20294583933718968,112,164,64,27,83,58
2,332,81,0.10464430843421724,112,245,61,40,81,75
2,410,78,0.03329414167092182,112,323,52,38,78,70
2,491,81,0.03297540268977173,112,404,57,38,81,67
2,564,73,0.44912241176643874,112,477,53,33,73,55
2,644,80,0.2730600925424369,112,557,45,39,80,62
2,716,72,0.06229170759615954,112,629,56,44,72,63
2,791,75,0.4374685981310904,112,704,51,37,75,58
2,865,74,0.421603333830717,112,778,51,26,74,64
2,939,74,0.020412094934727065,112,852,58,35,74,64
2,1026,87,0.13248212533653714,112,939,57,36,87,75
2,1114,88,0.05218038578459527,112,1027,54,32,88,63
2,1200,86,0.10332582994305994,112,1113,55,42,86,64
2,1271,71,0.09505781784537248,112,1184,51,33,71,68
2,1342,63,0.07877716881921515,112,1247,54,45,63,71
2,1413,71,0.24028758190979715,112,1318,49,34,71,69
2,1486,68,0.21268273888563272,112,1386,56,40,68,73
2,1568,82,0.3246375624148641,112,1468,42,38,82,73
2,1656,88,0.1542037382023409,112,1556,47,28,88,67
2,1728,68,0.2054163863795111,112,1624,56,43,68,72
3,1809,69,0.45517269188712817,112,1693,54,30,81,69
2,1877,64,0.09156000964867417,112,1757,50,24,64,68
3,1950,62,0.47394820940098725,112,1819,64,25,73,62
3,2022,60,0.4406380667787744,112,1879,56,30,72,60
2,2085,63,0.12640880384424236,112,1942,56,29,63,62
2,2153,68,0.4561410695168888,112,2010,59,40,68,65
2,2224,67,0.10782273759832606,112,2077,41,37,67,71
0,2294,49,0.3527838776935823,112,2126,49,30,63,70
2,2366,68,0.46034611979848705,112,2194,50,42,68,72
2,2433,67,0.01600927286199294,112,2261,57,37,67,66
2,2503,70,0.2113866617291933,112,2331,59,38,70,67
2,2577,70,0.07831058104056865,112,2401,51,44,70,74
2,2649,72,0.3786772588646272,112,2473,54,41,72,70
2,2733,68,0.3035745487577515,112,2541,59,36,68,84
3,2802,69,0.7355432995245792,112,2610,64,31,67,69
3,2871,68,0.2980599805159727,112,2678,58,41,69,68
3,2949,73,0.17478032292274293,112,2751,62,31,78,73
3,3023,74,0.3378626695921412,112,2825,67,41,66,74
3,3101,78,0.16662687763164286,112,2903,57,42,67,78
3,3170,69,0.08396851780707948,112,2972,64,35,69,69
3,3240,58,0.5549053479626309,112,3030,56,42,70,58
2,3305,63,0.034000743718934245,112,3093,60,43,63,65
2,3372,58,0.16586139205901418,112,3151,58,45,58,67
1,3443,44,0.11348899485892616,112,3195,52,44,71,59
0,3505,60,0.025291105324868113,112,3255,60,54,56,62
0,3567,60,0.40969606510770973,112,3315,60,43,62,61
0,3632,52,0.2697370147507172,112,3367,52,46,65,63
