choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,74,47,1.832461068086559,112,47,47,33,29,58,57,66,66,59,57,23,52,27,41,43,35,40,42,53,74,21,54,69,43,47,40,45
22,145,42,2.922855568365776,112,89,44,41,36,53,63,58,64,48,47,3,51,24,53,48,40,42,36,54,71,16,66,65,42,51,37,43
4,217,66,0.8367198815540178,112,155,42,34,40,57,66,59,72,46,49,20,53,33,42,46,44,47,41,64,66,23,55,67,46,59,35,41
4,288,67,0.8738708927849075,112,222,37,43,42,56,67,60,71,51,56,16,64,37,52,42,42,47,40,56,70,29,52,62,41,59,33,44
4,363,69,0.5585298836958827,112,291,39,43,45,42,69,60,75,55,50,20,62,33,54,40,36,47,48,59,67,32,52,58,41,54,31,55
4,436,62,0.05297403300937731,112,353,41,36,37,40,62,65,73,53,44,20,51,35,41,43,39,45,33,62,71,23,51,64,43,59,40,50
4,516,66,0.07664712202677038,112,419,41,49,41,41,66,63,80,54,47,16,53,33,44,44,42,51,33,51,72,39,56,59,42,50,45,49
4,590,66,0.06845719457487576,112,485,52,44,41,48,66,72,74,55,50,10,51,37,45,46,34,47,41,61,69,23,55,55,47,54,41,41
4,664,74,0.20744850733899511,112,559,49,47,43,40,74,65,72,49,46,12,50,34,61,46,27,53,36,61,69,30,36,59,48,50,36,52
4,744,68,0.7282103830802953,112,627,50,43,42,46,68,59,73,54,57,13,41,35,52,30,30,65,38,56,80,32,50,65,40,57,47,47
4,816,65,0.021962267186609097,112,692,54,48,46,54,65,59,70,51,52,10,50,37,59,36,34,58,40,52,72,31,38,55,49,51,43,42
4,892,59,0.057973370581748895,112,751,63,53,45,52,59,69,74,52,52,1,49,42,57,34,37,59,32,51,76,22,54,59,48,52,38,44
4,968,56,0.7907030626520282,112,807,54,39,46,56,56,56,68,44,62,6,45,33,62,34,33,52,46,59,76,23,49,49,55,48,39,52
5,1049,47,0.10368937159364577,112,854,51,47,45,69,59,47,67,46,53,4,54,41,55,28,25,54,33,55,81,22,47,59,54,51,29,56
16,1125,36,0.6583175830601249,112,890,55,45,46,64,55,47,72,41,56,16,45,40,67,32,29,41,36,67,76,24,41,57,43,53,41,49
4,1213,61,0.5573086910153506,112,951,48,43,47,62,61,50,74,54,58,16,43,44,60,25,34,45,51,58,88,20,47,65,37,42,36,53
4,1288,59,0.3270825079525821,112,1010,50,39,46,67,59,44,74,60,58,13,52,43,62,18,28,45,44,44,75,42,54,65,35,43,32,54
3,1365,66,0.24631482065888122,112,1076,58,34,44,66,61,55,63,54,65,8,47,30,59,26,32,48,37,51,77,32,47,59,37,52,35,51
3,1440,54,0.28728429914917797,112,1130,52,45,55,54,61,46,67,53,62,19,53,39,54,26,28,51,42,53,75,33,53,64,52,47,34,52
3,1519,52,0.2880337837850675,112,1182,51,33,50,52,63,54,79,54,59,16,54,39,47,23,33,56,36,51,72,39,51,57,46,54,39,45
